text_id,text,Disgust,Sadness,Anger,Surprise,Joy,Fear
swahili_A1_00493,"Hope mmelipa hao artists isije tukaandikiwa thread on Sunday, hatutakuwa na nguvu buana",0,2,0,0,0,0
swahili_A1_00494,"Pit latrine pia ni form kivyake, ukishamaliza biz hakuna kuworry about floater!!",2,0,0,0,0,0
swahili_A1_00495,@EvahMwalili @Milele_FM #barakazamilele  Asante kwa neno la leo,0,0,0,0,2,0
swahili_A1_00496,@Milele_FM @irenebarungi @Luchivya @wilbrodanyamin Wanaume sisi tuna weakness flani in life zile nyinyi hamzielewi.Hvo nikuwa mwanamke akihisi kuna shida kati yao ni yeye kukaa chini na mumewe nakusuluhisha ila sikutoa uamuzi was mauaji haraka vile.,0,0,0,0,0,0
swahili_A1_00497,"Huwa mna expect nini ziwe hapo? Esp those who come to you and say ""nipples""... as in mumama anajua ziko, ni zake, hata wewe uko nazo. It would be more concerning kama hazingekua hapo https://t.co/37yAn52WdZ",3,0,0,0,0,0
swahili_A1_00498,"Kuna a clique of very young boys hapa wamespecialize in matusi, hiding behind cartoon avi spewing filth, better stay far from them.",2,0,0,0,0,0
swahili_A1_00499,@NjeriWandia2 Pole sana Njeri,0,3,0,0,0,0
swahili_A1_00500,Uyu ameambia kiatu yake inaeza kanyanga mkate itoe supu 😂,0,0,0,2,2,0
swahili_A1_00501,"@Thee_Maundu I wasn’t there when he committed murder, and most of the stuff they say he did...all i know is that he didn’t run the country well...the rest mimi sikuwa so siwezi ongelea vitu sijui",0,2,0,0,0,0
swahili_A1_00502,@Ongwenyi_Kibai Deni ya uhai kwa mwenyezi Mungu,0,0,0,0,0,0
swahili_A1_00503,Menu hukuwa useless sana we nipee chapo beans,0,0,2,0,0,0
swahili_A1_00504,haha huyu hajasoma hiyo message for two years sasa.,0,0,0,2,0,0
swahili_A1_00505,Kila mtu anajua alpha male lazima awe na pack hiyo ndio responsibility,0,0,0,0,0,0
swahili_A1_00506,Kitu chenye inazuia man city wapigwe ni masaa tu 😂😂,0,0,0,0,0,0
swahili_A1_00507,CHURCH..;-BE CAREFUL..LET YOU PERISH!! AS THIS WITNESS OF GOD CAME IN YOUR ALTAR-SECURITY MEN TOOK ME BY COLLAR PHYSICALY PULLED ME OUT OF THE GATE AS ONE SLAPPED ME ASKING IN KISWAHILI;-WEWE MZEE UNAJUA HAPA NI WAPI-CHURCH SO IS MESSIAH COMING OPPOSITE OF YOUR EXPECTATIONS-Aha!! https://t.co/U6TVXHzDeq,0,0,0,0,0,2
swahili_A1_00508,Nkiwaambia story yangu na huyo fii mnasema mnaezapigwa na butwaa,0,0,0,2,0,0
swahili_A1_00509,Kila mtu ni plug wa ticket hapa.  Wacha ningojee last day ndio nibuy ticket na bei nafuu,0,0,0,0,0,0
swahili_A1_00510,Wadau kesho ni sato fikeni pinned tweet ni drop offers za kesho,0,0,0,0,2,0
swahili_A1_00511,@korir_abreu @Hot_96Kenya @elvo_sniper #dropzonetakingover  @BrianOmache  SHIX KAYOLE SAUTI YAKO LOVELY ISHA FIKA,0,0,0,0,0,0
swahili_A1_00512,Wacha kuoa mdem anasmoke pia wewe unasmoke aje ama hamjipendi pia 😉,2,0,0,0,0,0
swahili_A1_00513,Ma group leaders wote wanyanyuane sasa...,0,0,0,2,0,0
swahili_A1_00514,Iyo mwili ikisonga kidogo nyundo yangu inaruka,0,0,0,0,0,0
swahili_A1_00515,"This folks who tweet about Thika road traffic on a daily basis need to chill,sisi tumeishi huku miaka mingi tumezoea",0,0,0,0,0,0
swahili_A1_00516,Sijui ni cash out ama nipimie pimie,0,0,0,0,0,0
swahili_A1_00517,Instead mtu atopoe maisha ni mwili tu ameshinda akitopoa.,2,2,0,0,0,0
swahili_A1_00518,Am I the only one mwenye mamake akienda supermarket in their kid days alikuwa anaachwa apo nje ama my mum just wanted me to get lost or kidnapped 😭😂,0,0,2,0,0,0
swahili_A1_00519,Mimi si mtu aninunulie hizo boxers na happy socks mnakataa 😏,0,0,0,0,0,0
swahili_A1_00520,@Mbuucu Hadi wanabrag venye imekam mapema wale hawana connections wataipata kesho,0,0,0,0,0,0
swahili_A1_00521,"Wacha ni nyamaza, nimekumbuka kuna msee alishema jina yangu ili sound kitu ingine",0,0,0,2,0,0
swahili_A1_00522,MAENDELEO YA WANAUME CHAIRMAN NDERITU NJOKA CALLS ON KENYAN MEN TO BOYCOTT SEX TODAY! #THEHOTBREAKFAST @JessyTheMC @Hot_96Kenya,0,0,0,0,0,0
swahili_A1_00523,Chelsea fans should be a sleep right now .... mnatuambia nini lakini ???,0,0,0,0,0,0
swahili_A1_00524,"@citizentvkenya opararanya and khalwale please hizo ni kura za 2022 zinapotea, act quickly to curb the so called malaria in our county!??",0,0,0,0,0,0
swahili_A1_00525,"Lol makarao ni wengi kuliko students kimathi, apa tukatry ufala ni kugenya tu",0,0,0,0,0,2
swahili_A1_00526,#Staarabika @annjogu REPRESENTING KASARANI MWIKI MY HOOD LOCKED HADI TAMATI,0,0,0,0,0,0
swahili_A1_00527,@chipukeezyvini wewe pia mimi nawapigia niwapee mashida zangu i also have a merry go round lovin ua show lakini,0,0,0,0,0,0
swahili_A1_00528,Huyu anafkiria mimi ni babake,0,0,2,0,0,0
swahili_A1_00529,Yule mwalimu ni kama atapigwa transfer hadi ocha,0,0,0,0,0,2
swahili_A1_00530,Watu wenye gari zao huibiwa aki mimi huwaonea huruma,0,3,0,0,0,0
swahili_A1_00531,Hio colour landlords wanapenda sana kupaka kwa manyumba inaitwa?,0,0,0,0,0,0
swahili_A1_00532,So mayolo kuna msee anaitwa safaree na mna expect huyo jamaa ata tulia kwa relationship?,0,0,0,2,0,0
swahili_A1_00533,Some of ur fav artist wakiingia studio hawawes imba bila kuimbia haters😂😂😂,0,0,0,0,0,0
swahili_A1_00534,Nmekua nimelala nikakumbuka hadi hio missionary style siijui😭💔,0,0,0,0,2,0
swahili_A1_00535,Uhuru:   Tuendelee kuombea amani na umoja wa nchi yetu #MadarakaDay2015,0,0,0,0,0,0
swahili_A1_00536,Kunyimwa ni mbaya,0,2,0,0,0,0
swahili_A1_00537,Ndani ya Awamu ya Kwanza Tunapokea #TabiaChwara Tabia za Kushangaza Mtaani  @RadioCitizenFM @OgalTina @MunaiGenerali Changia,0,0,0,0,0,0
swahili_A1_00538,Kama haujalipa rent lipa kesho usiende Racecourse uchanganyishwe na mayengs ukunywe yote.,0,0,0,0,0,2
swahili_A1_00539,"Kama hujai ambiwa ""unakujanga mjinga"" jua tu we si mfunny😂😂",0,0,0,2,0,0
swahili_A1_00540,The inflammation I get when i take a shower during the cold season is really bad. Sijui nitawahifanya nini bana.,0,2,0,0,0,2
swahili_A1_00541,I thought nimeenda ushago ku have peace of mind sasa angalieni wameniroga,0,0,2,0,0,0
swahili_A1_00542,Sijawai cheka kama leo aki 😂😂😂my brother anasema vile anaombangwa food mimi nasema auze vile nilikuwa nafanya mum amescream nikaisha😂,0,0,0,0,2,0
swahili_A1_00543,Join and get Karibu bonus available to all new @ChezaCash participants. #ChezaCash https://t.co/mxiMSQO57e,0,0,0,0,0,0
swahili_A1_00544,Hii ni ile mwezi ya stress tupu from our babes,0,2,0,0,0,0
swahili_A1_00545,Shida ya kua sober ni we ndio unamove wamama walevi to sleeping positions,3,0,0,0,0,0
swahili_A1_00546,Kuna mpaka msichana nilikuwa naambia mi huvuta bangi so I am not good for her juu alikuwa amenikatalia kabisa,0,0,0,0,0,0
swahili_A1_00547,@OneLoveCTV Huyo dj Leo alikuwa anamix kaa amechanganyikiwa kiasi,0,0,0,0,0,0
swahili_A1_00548,@leone_atiti Tunasumbua sana,0,0,0,0,0,0
swahili_A1_00549,Haya mnapigania nini leo wakubwa na wajuaji?,0,0,0,0,0,0
swahili_A1_00550,@IamOliverMutai Ukiziacha kwa mlango utazikosa,0,0,0,0,0,3
swahili_A1_00551,Kuna bet nililoose leo baado sijarcover bana almost won 250k...wah,0,2,0,0,0,0
swahili_A1_00552,"Kama hukuwai lipa mia kuingia ibiza hatuezi argue about anything ,nyamazisha !!",0,0,0,0,0,0
swahili_A1_00553,Siku hizi bongo si tamu kama some years back Bana ama ni Mimi sijui zile mzuri?,0,0,0,0,0,0
swahili_A1_00554,@HonMoses_Kuriaa Mkuki mtamu kwa nguruwe kwa binadamu uchungu,0,0,0,0,0,0
swahili_A1_00555,Sasa they have exposed that gambler to migori thugs na venye ni wengi hazi ma leaders wao sad bana we are our own enemies bana,0,0,0,0,0,2
swahili_A1_00556,Awamu ni ya #Taratibu Ndani ya #DriveOnRealoded Tukikuchezea Ngoma za Kukutuliza na Kukuliwaza Jioni hii ya Leo,0,0,0,0,0,0
swahili_A1_00557,@SketchMmoja @BCbanxx  THEN HE USSES ALCOHOL KWA FOOD ZOTE,0,0,0,0,0,0
swahili_A1_00558,Nilikua nashangaa mbona uyu dem hatoi mask apo booking office na ni perfect petite kumbe anakaa vile anataka,2,0,0,0,0,0
swahili_A1_00559,@RadioCitizenFM @AQtee Pamoja #WaksTikiTaka,0,0,0,0,0,0
swahili_A1_00560,So mmesema hizo boobs ni kubwa kuliko Bedsitter?,0,0,0,0,0,0
swahili_A1_00561,MPEPETAJI MKUU WA COVID https://t.co/YVH5XnnitP,0,0,0,0,0,0
swahili_A1_00562,Heri wewe unapatanga dem sisi wengine ni kunyonga monkey https://t.co/wkX8ZQxDyy,2,0,0,0,0,0
swahili_A1_00563,Na hao wakale ni warembo aje,0,0,0,3,0,0
swahili_A1_00564,Kuna vita wapi??,0,0,0,0,0,2
swahili_A1_00565,Over half the budget of AU and EAC is financed by the West. And so we know who controls policy.,0,0,0,0,0,0
swahili_A1_00566,Shida yenu sas mkiambiwa ukweli mnaanza kusome oh sijui ni oh sijui upus.,0,0,3,0,0,0
swahili_A1_00567,@Bandit__2 Unaita God alafu unaona ni kama amekusaau kumbe alimwita mja wake,0,0,0,3,0,0
swahili_A1_00568,#langata ni game drive ha ha eti lions zimefanya???,0,0,0,0,2,0
swahili_A1_00569,"#gainwithxtiandela some sins nowaday r serial,naombea mtu ka sijafunga macho,unaeza fungua macho upate hauna mixer,ama jamaa amekugonga sana",0,0,0,0,0,0
swahili_A1_00570,"Lmao ,hii app ,niggas do alot to prove they getting laid.  Sasa steel wire na slip ons relationship iko wapi?",0,0,0,0,0,0
swahili_A1_00571,@Pispah_ Hii ata si early kickoff ni postponed match...hii leave itanionesha mambo,0,0,0,2,0,0
swahili_A1_00572,Huyo dem wa ku reply after 2 years maybe anatumia Internet ya Zuku😭😭😭,0,0,0,2,0,0
swahili_A1_00573,hawa walimu hawataki kwenda north eastern TSC ini2mie letter saa hii,0,0,2,0,0,0
swahili_A1_00574,"Nadai kama kapa kumi, Mungu fanya maneno yako 🤲",0,0,0,0,0,0
swahili_A1_00575,Kwani ni Jambo lipi hilo yeye asilo liweza!,0,0,0,0,2,0
swahili_A1_00576,Nani ataoa hawa madem wa yunifasti🤔😂,0,0,0,0,0,2
swahili_A1_00577,Washikaji wengine fakey kwenye deali wajifanya hawakujui,0,0,0,2,0,0
swahili_A1_00578,Kuna bigwigs huku hawana kazi ama shida bado ni hustler tawara?,0,0,0,0,0,0
swahili_A1_00579,Ile baridi iko hii mtaa,0,0,0,0,0,0
swahili_A1_00580,@HoseaWainaina @gidikariuki Nunua ya KDDS,0,0,0,0,0,0
swahili_A1_00581,IG kuna hizo shops wanauza nguo za madem na wanaweka models weeh mko sure ni nguo wanauza sio noko ??,2,0,0,2,0,0
swahili_A1_00582,So huwa hamjui kupiga picha poa ama ni hamtaki?,0,0,0,0,0,0
swahili_A1_00583,Kwani hii game ni world cup finale?,0,0,0,3,0,0
swahili_A1_00584,@EldonLangat @Crazy_Nairobian Karibu Victon,0,0,0,0,0,0
swahili_A1_00585,@Muinde83 @weak_spell Kwenu Kuna mtu mwingine wanategemea ama ni wewe tu?,0,0,0,2,0,0
swahili_A1_00586,I need a remedy. Plain water is becoming a threat to me. Nafaa kuanza kutake sips na straw ndio ni nione ka ntaimprove,0,2,0,0,0,2
swahili_A1_00587,"Positive energy is what gives you the motivation to wake up everyday, and that is the secret to living life in eternal peace. Begin to focus on the positive outcomes of every situation in your life and begin to see how your life will change.",0,0,0,0,0,0
swahili_A1_00588,TRAFFIC UHURU HIGHWAY KUTOKA HARAMBEE AVENUE KUELEKEA GPO KENYATTA AVENUE HAMNA MSONGAMANO @MweteeliAlfred,0,0,0,0,0,0
swahili_A1_00589,@inooroke #TeamCuacua pamoja Sana,0,0,0,0,0,0
swahili_A1_00590,@Alice_alicious nikubaya i tell mimi sijui i fake one na iwe on contract mpaka thinks cool down,0,0,0,0,0,2
swahili_A1_00591,"But kusema tu ukweli, siwezi bebwa na mdame mwenye ana endesha motorcycle",0,0,0,0,0,0
swahili_A1_00592,"Haha izo shiet za kina Popcaaan,konshens, Charly Black ni watoto wamenyc zao",0,0,0,2,0,0
swahili_A1_00593,@AfterburnKISS Kabisa kama ni hivi bora hilo gonjwa maana watakao umia ni wengi,0,0,2,0,0,0
swahili_A1_00594,Mimi nikaweza date na huyo bae ata apotee siwezi mpost.,0,2,0,0,0,0
swahili_A1_00595,Watu wametoka hyo class bure lakini mm nmetoka hivi😂 tough times,0,0,0,0,0,0
swahili_A1_00596,"Nmeona mmeanza kupostiwa, kuna my three of G's wamepost dem mmoja as their love😂😂🥲",0,0,0,2,0,0
swahili_A1_00597,Jimmy Giat anaimba nini hapo?The perfect reason niliambiwa sitakikani,0,0,0,2,0,0
swahili_A1_00598,"Kuna wanawake wanapoolewa hubeba dada zao kwenda kuishi nao na mume wake.Tatizo katika nyumba ile kazi zote za kumshughulikia mumewe wanawaachia dada zao,hivi hii waichukuliaje?",0,0,0,2,0,0
swahili_A1_00599,Ni kama watu wa Sodom and Gomorah reincarnated to Nairobians cause hii anasa ni alarming🤣🤣🤣,0,0,0,2,0,0
swahili_A1_00600,VIJANA WAWILI WA SHULE YA MSINGI YA AMANI KULE KARANGATHA HUKO KINGAPO KUSINI WALIAGA DUNIA HAPO JANA BAADA YA KUZAMA MAJINI,0,3,0,0,0,0
swahili_A1_00601,@harnie_black 😂😂😂but si wewe ni friend unaelewa ?,0,0,0,0,0,0
swahili_A1_00602,@thatgal_ann 😂😂 mimi ata mbuzi's gîthagiro ndio inawezanishtua nikiskia sipewi,0,0,0,0,0,0
swahili_A1_00603,"Unasalimia mtu ""uko aje"" anakujibu ""niko poa kusota tu"" sasa sijui nani alimwambia nataka kumwomba pesa. 😂🚮",0,0,0,2,0,0
swahili_A1_00604,Ahsante kwa zawadi ya uhai #AmkanaWestFm @WestFmKenya #AmkanaWestFm #AmkanaWestFm #AmkanaWestFm #AmkanaWestFm #AmkanaWestFm @PPkemei,0,0,0,0,3,0
swahili_A1_00605,We unajua njia ni panda kwenda mbinguni but usherati unafanya 😂😂  😂,2,2,0,0,0,0
swahili_A1_00606,kitu nime notice huku ukiona mtu anajiita sijui dev huyo ni html tu anajua na hiyo kila mtu anajua,0,0,0,0,0,0
swahili_A1_00607,Mbona uko defensive mtu akisema weed ni mbaya...? Meaning you got a problem,0,0,2,0,0,0
swahili_A1_00608,"Sasa chapo ikipanda bei mnataka kutuuwa si mtu nyonge baaas ,,,,,,, 🤔",0,0,2,0,0,0
swahili_A1_00609,Hii song watu wanaanguka wakidance ni gani?,0,0,0,3,0,0
swahili_A1_00610,@Milele_FM @EvaMwalili #LigiYawashindi Servicecheck Naenda ZION P A G CHINI YA PSTR BETREACE LUGALO.LEO NI ASSEMBLY SIKU YA KUTOA TITHE,0,0,0,0,0,0
swahili_A1_00611,Mmefanyia nini mtu liquor ?,0,0,0,2,0,0
swahili_A1_00612,Hata watu wa jua kali huoga asubuhi hahhaa,0,0,0,0,2,0
swahili_A1_00613,😥 that woman anachemsha mawe watoi walale bana wakifikiria ni food...maan,0,3,2,0,0,0
swahili_A1_00614,Mwanaume unanunulia dem pombe na mkienda ushago mnalala jikoni Shida ni problem!!!,2,2,0,0,0,0
swahili_A1_00615,Siasa kwa mazishi,0,0,0,0,0,0
swahili_A1_00616,Asante Baba Mungu......asante kwa yote baba uliyotujalia,0,0,0,0,3,0
swahili_A1_00617,"kama kuna kitu siwezi ingilia, ni wanaume wawili wanapigana. wacha hao watu wataftiane heshima. si wameona ivo tu ndio inaweza patikana.",0,0,0,0,0,0
swahili_A1_00618,Huwa najua mwezi ni ngumu nikiamka daily  kabla alarm haija go off at 7am lol,0,0,0,0,0,0
swahili_A1_00619,Siku ya divorce proceedings unaita Michelle atoe farewell speech ghaaaai divorce mnasahau,0,0,0,0,0,0
swahili_A1_00620,@mlipuzii Kaende sana,0,0,0,0,0,0
swahili_A1_00621,Kitu tulikuwa nayo in common na ex ni kupoteza handerchief😪,0,2,0,0,0,0
swahili_A1_00622,Madem ni wakora mbaya,0,0,0,0,0,0
swahili_A1_00623,Kuishi na auntie ni mbaya? Lol,0,0,0,0,0,0
swahili_A1_00624,Mbona walevi wakinunua smirnoff wanapenda kuspank hiyo chupa kwanza?,0,0,0,3,0,0
swahili_A1_00625,Kamati inayoshugulikia elimu ya vyuo vikuu imeagiza kufungwa kwa matawi 10 ya chuo kikuu cha Kisii @Chinyezi @radiomaisha,0,0,0,0,0,0
swahili_A1_00626,@OsamalEvans Sasa hivi,0,0,0,0,0,0
swahili_A1_00627,Mwanaume anasahau yeye ni catfish anapost mambo ya wanaume tunamshika😂😂😂😂,0,0,0,2,0,0
swahili_A1_00628,Uyo naye anataka kumeet kila mtu dem utakulwa dicks ushangae,0,2,0,0,0,0
swahili_A1_00629,Mnajifanya sasa ati pombe mshaacha anyway nitakuwa nimekosea nani?,0,0,0,0,0,0
swahili_A1_00630,Mmeglorify Ulevu sana na mihadarati nyinyi,0,2,0,0,0,0
swahili_A1_00631,Conférence sur la Population et développement: Uhuru Kenyatta donne le top départ des travaux https://t.co/rllt4hioRF,0,0,0,0,0,0
swahili_A1_00632,Kura yangu imeharibika nifanyaje?,0,3,0,0,0,0
swahili_A1_00633,Sasa unacheka nini na uchumi ni mbaya,0,3,0,0,0,0
swahili_A1_00634,Greetings to @donmoen Karibu Kenya,0,0,0,0,3,0
swahili_A1_00635,"@omwambaKE I used to be like this nikiamka mapema sana na nioge ,hata nikioga na warm water am glad it stopped",0,0,0,0,3,0
swahili_A1_00636,"Wanawake hukua their worst enemy..kuna mwingine na ni receptionist amekua akichomea admin wakiwa na accs, so company was not doing well na boss akaamua ku layoff, receptionist alichujwa but the admin never wanted the job, boss hakua anataka receptionist arudi job but no option.",0,2,0,0,0,0
swahili_A1_00637,Acheni niende VCT hii baridi sioni ka ni  normal😪,0,0,0,0,0,3
swahili_A1_00638,but hawa watu wako na premature baldness ndio wana hate on dreadlocks.,0,0,2,0,0,0
swahili_A1_00639,🤣🤣 ati wamesema nipigwe picha pamoja na ma influencers🤣🤣,0,0,0,0,0,0
swahili_A1_00640,Mwanaume akitoa maoni anywhere ni either aambiwe anapenda kucomplain ama aitwe cry baby. Nikama Wanaume hawafai Kotoa maoni at all,0,2,0,0,0,0
swahili_A1_00641,Yule tweep dem mwenye hupost videos akiimba huitwanga aje?,0,0,0,0,0,0
swahili_A1_00642,The last time tukiongea na mzae ni nikitoka home kukuja shule,0,0,0,0,0,0
swahili_A1_00643,"#Bambika am stevo watching from k- south, show ni mwoooooto",0,0,0,0,2,0
swahili_A1_00644,Hii ni Tottenham kweli?,0,0,0,2,0,0
swahili_A1_00645,Politicians have one thing in common ignoring call and sms kama sio sisi hawange fika hapo.,0,0,3,0,0,0
swahili_A1_00646,white cup babes out here block us ni  kama in real life huwa hawa tu block  bana,0,0,0,0,0,0
swahili_A1_00647,But if you help someone who lies bado ni sawa tu,0,2,0,0,0,0
swahili_A1_00648,Sab G alisema Noodles yeye hupea mende zao who am i kula hiyo kitu,2,0,0,0,0,0
swahili_A1_00649,Jeff anasema ati akipewa wet wipe anaweza anaweza reset face ya nani?,0,0,0,2,0,0
swahili_A1_00650,Iyo story ya tenje ya Dr Munyao ni sad Lakini pia ikona madent hazieleweki,0,0,0,0,0,0
swahili_A1_00651,Mtapata taabu sana,0,2,0,0,0,0
swahili_A1_00652,Ukibully watu wanono huwa inakurudia mimi pia nataka mtu anipee stress nikonde. https://t.co/1amLpqL5n3,0,0,0,0,0,0
swahili_A1_00653,Hawa wasee wa Strath wameteta hivi na ni drill tu Sasa si ingekuwa terror attack hatungelala,0,0,0,0,0,0
swahili_A1_00654,@Belive_Kinuthia Jamaa alifinywa kama Mutua kwani,0,0,0,0,0,0
swahili_A1_00655,@Brianmbunde Sasa baki tu Aseno wafanye ile kitu,0,0,0,0,0,0
swahili_A1_00656,Kila time nikitaka kukuuliza umepata grade gani nakumbuka sio mimi nilikuwa nalipia hiyo ghasia school fees 😂,0,0,0,0,0,0
swahili_A1_00657,It is with great pleasure that we announce our new partnership with Sauti Advocacy - Kenya. The collaboration gives us higher hopes that we shall be able to enhance collective efforts and access to reliable data and statistics by young people on Gender Equality.  @sauti_advocacy https://t.co/HDFokNH018,0,0,0,0,2,0
swahili_A1_00658,@NdindiNyoro Poleni sana kwa msiba huo,0,3,0,0,0,0
swahili_A1_00659,"Vile huku mnapush events za bars ni kama mnataka watu tushindange bar week mzima,ni kama kuna event daily somewhere",0,0,0,0,0,0
swahili_A1_00660,So mimi huwa sielewi kama tuliwapiga wakahepa ama walitupiga tukafaint 🤣🤣🤣,0,0,0,2,0,0
swahili_A1_00661,hiyo diss track imenibamba waah,0,0,0,0,3,0
swahili_A1_00662,Kabla nitweet Netherlands wanapiga come back wamepigwa free kick ya kimataifa,0,0,0,0,0,0
swahili_A1_00663,Kuna msee ananitrippisha pale wozzap acha nitulie huku,0,0,1,0,0,0
swahili_A1_00664,@Lily_nganga Ww ndio ulimwacha ama ni yeye alikuwacha,0,0,0,3,0,0
swahili_A1_00665,"Leo ma DJ wanapata pumzi kidogo, wanageuziwa then something comes up wanasahauliwa kidogo. But bado najua watageuziwa",0,0,0,0,0,0
swahili_A1_00666,#Kabete98@20 Wake up call WACHA ATA MIMI NITAFUTE 6DS😂😂 NDO NIKUE CEO,0,0,0,0,2,0
swahili_A1_00667,So tuseme ivi mtu akiwa place kama USA alafu upatane na ndege za Ethiopian Airlines unafeelingi nikama umeona mat za kwenu🤗?,0,0,0,2,0,0
swahili_A1_00668,wewe unablock watu 500 ni wewe uko na kasoro btw..,0,0,0,0,0,0
swahili_A1_00669,Ubaya nikiwa mlevi huwa naomba kila mfu doh 🤦🏼‍♀,2,2,0,0,0,0
swahili_A1_00670,Unaiyemwita baby anawezabebwa kama begi,0,0,0,0,0,0
swahili_A1_00671,So Nani alienda kuona lady leshurr ama anaitwanga Nani?! Socials yote sifwati hata mtu mmoja mwenye alienda.,0,0,0,0,0,0
swahili_A1_00672,Wakikuambia watakusaidia Usiwakatalie Lakini deep down You Jiambie mwenyewe Kua Mwenyezi Mungu atanisaidia.Sababu Wengi kwenye maisha yako Huja kwa Lengo la kukutumia Kisha wanaondoka. Mwenyezi Mungu anakutosha Utaweza na utasimama bila msaada wa mtu yoyote.,0,0,0,0,0,0
swahili_A1_00673,Bagpack ndio gani? Hii hata teachers wakilipwa hawaezi msaidia,0,0,0,0,0,0
swahili_A1_00674,@chrisjumaa @Luchivya @wilbrodanyamin Asanti kwa kutusikiliza,0,0,0,0,3,0
swahili_A1_00675,Hii maembe ni kali aki,0,2,0,0,0,0
swahili_A1_00676,And the next step will be to militarize that resistance movement! Sasa hii ni story ghane tena???,0,0,0,0,0,0
swahili_A1_00677,Naskia fiti sana,0,0,0,0,3,0
swahili_A1_00678,Hili jua la machakos ni too much,0,2,0,0,0,0
swahili_A1_00679,Hawa wanapeel liver ndio wanaosha nyama pia 😭😭😭,2,0,0,0,0,0
swahili_A1_00680,Ni kwa Neema na Rehema asante baba,0,0,0,0,3,0
swahili_A1_00681,Kenya ata ukikubali peacefully wakuarrest bado  utapigwa ..i wonder what kenya police learn in their institutions mimi nishaipigwa macho karibu itoke na sijakataa  niko na pingu kwa mkono alredy na ndio maana wanakufa ka maumbwa,0,0,2,0,0,0
swahili_A1_00682,"Jana macuzo wangu walichapa bong ingine ikone some fire strain ya weed, bado wamezima mpaka saa hiii 🤣🤣🤣⚰️",2,0,0,0,0,0
swahili_A1_00683,Guilty women ata huwa hawana words za kujitetea,0,0,0,0,0,0
swahili_A1_00684,@Ibu_badman Hahaha Kenyans ata local celebrity mwenye wanajua ngoma zake world for word huwa wanakaa tu hapo wanamwangalia akijipigia kelele.,0,0,0,2,0,0
swahili_A1_00685,Manze mtu anisave na Thao walai ni kubaya walai,0,2,0,0,0,0
swahili_A1_00686,@6ixT3rd This joke is at zero velocity .....we jua we ulizaliwa na apeleka mwenye ni mimi,0,0,0,0,0,0
swahili_A1_00687,Nani hajawai shinda  bet yake plae jengacash,0,0,0,2,0,0
swahili_A1_00688,Master card and ALX SE Goals and vision align in securing the future of young people. Mastercard’s partnership helps train and identify digital solutions through secured sponsored seats for the SE/Data Science and Data Analysis courses. https://t.co/K0hXAcv9T4 https://t.co/UJz2vhR4z7,0,0,0,0,0,0
swahili_A1_00689,@Jooels: @J_preety18 sawa lightskin haha nilijua hivyo ndio utaniita tu haha,0,0,0,0,2,0
swahili_A1_00690,@NationBreaking KWANI HIKO NINI HUYU ALIKUWA AKINYONYA DAMU YA THE DOWN TRODDEN,2,0,0,0,0,0
swahili_A1_00691,Hapa nimewai! But sijui ni  pesa kiwango gani inaongelewa https://t.co/0PqyExtXRc,0,0,0,0,0,0
swahili_A1_00692,Mlisema dawa ya sore throat ni?,0,0,0,0,0,0
swahili_A1_00693,"Slay Queen wengi hapa wako ushago,huwezi waona wakipost hizo magitheri wanakula na hii ukame,sahii wanadownload picha za food zenye wame google ndio wanapost,we know you pipo,pambana na hali yenu sichupiti",0,0,0,0,0,0
swahili_A1_00694,"Badala ya JAP  Kupigana na Ufisadi, Wanapigana na WanaCORD #FreeNyakundi",0,0,0,0,0,0
swahili_A1_00695,Unaitisha pambio na ni wewe anaongelelea 😂😂😂😂😂😂😂😂,0,0,0,3,0,0
swahili_A1_00696,Haha kuna mtu alisema hawezi lipa kwenda kuona the jamaican version of a kyuk babe  And I can't forget that,0,0,0,2,0,0
swahili_A1_00697,I have decided from today nakatia madem wa ushago wale wamekuja kuchanuka Cole nai. Hizi slay queens ni ma ndume.,0,0,0,0,0,0
swahili_A1_00698,@levice_ochieng Pamoja,0,0,0,0,0,0
swahili_A1_00699,Kwani nyinyi madame muliambiwa mkisupport Liverpool hamtapata boyfriends? Mbona kupata ata mmoja hapa ni ngumu... Smh,0,0,0,0,0,0
swahili_A1_00700,I can't imagine niki oa wife atakuwa ananipitishia nari ya kuwasha tire,0,0,0,0,0,0
swahili_A1_00701,@MMuendo Wacha tucheze kwa ligi yetu duni,0,0,0,0,0,0
swahili_A1_00702,"Everyone who meets me is like ""aki wewe ni mfupi"" nirefuke niende wapi??",0,0,0,0,0,0
swahili_A1_00703,"Van Gaal TUMECHOKA BWANA, TUWACHE TAFADHALI THOOOOOH ,",0,0,2,0,0,0
swahili_A1_00704,@iamjuddah hata mimi kuna mwenye nilikataa na hakukufa..,0,0,0,0,0,0
swahili_A1_00705,Itumbi anataka kuvie seat gani isikuwe ni Mûrindûko ward MCA amefanyia threatrics hivi.,0,0,0,0,0,0
swahili_A1_00706,Wale wa South C naskia munaumia mbaya na drainage si mnipee job nikuje niwa fanyie drainage design,3,0,0,0,0,0
swahili_A1_00707,Hawa watu wa retweet na like we follow you back hukua wakora hawakufollow adi just doing that to bait the hopeless,2,0,0,0,0,0
swahili_A1_00708,Leo nayo imebidi nipige magoti hapo tao hao wakora waniombee juu hii exam ya leo bila maombi nieza toka ka brain cells zimekufaka,2,0,0,0,0,0
