text_id,text,Anger,Joy,Sadness,Surprise,Fear,Disgust
kinyarwanda/new_1_00097,"Birashoboka se ko nayibona nubwo yanshuka , ko aho ngeze nkeneye n'inkingi ya #shugamami??!😹😥🤲 Ibyo nigira byose nkeneye shugamami😹😹😉 https://t.co/kqBz0a2OS0",0,0,0,0,0,0
kinyarwanda/new_1_00098,@user Urakoze cyane nawe ugire umunsi mwiza uwiteka aguhozeho uburinzi bwe.,0,2,0,0,0,0
kinyarwanda/new_1_00099,@user: Uyu ni umwanya mwiza wo gushimira Nyakubahwa Perezida Kagame washyizeho gahunda igamije gusubiza agaciro umugore mu gihugu cyacu.,0,3,0,0,0,0
kinyarwanda/new_1_00100,Erega muranatinyuka mukagarura ifoto ye hano😏 twabanyujijemo ijisho nta bumuntu mufite mubyumve mwa............... Puuuuuuu ntimuzongere kutwitwaraho neza n'ubundi twababonye @user @user @user 😏 https://t.co/bwlRIIo4Ai,3,0,0,0,0,0
kinyarwanda/new_1_00101,"@user @user @user @user @user Mbifurije Umwaka mushya muhire, bazagwize imbaraga z'umutima. Iyo #Pendo nawe haboneka umwanya w'ifoto ye, """"abagore birwanyeho"""" aka kazina karikuba kuzuye.",0,2,0,0,0,0
kinyarwanda/new_1_00102,U #Rwanda rwiyemeje gutanga umusanzu warwo mu gukemura ibibazo by'abimukira. #RBAAmakuru ➡️https://t.co/GDNgkK0WZL https://t.co/nThoZyH7ED,0,2,0,0,0,0
kinyarwanda/new_1_00103,@user Guhondagura abayobozi ntibikwiye. Umuyobozi akeneye kutabangamirwa kugira ngo asohoze inshingano ze neza,1,0,2,0,0,0
kinyarwanda/new_1_00104,"So , I have to drink water kugira ngo inyota ishire 😭😭😭. iyi si yanyu muyigumana nditahiye.😢😢🏃‍♂️🏃‍♂️😂",0,0,2,0,0,0
kinyarwanda/new_1_00105,Ni karibu mu karere k'ubudasa Mr. @user! @user tuguhaye ikaze urisanga! https://t.co/sKoQPegVva,0,2,0,0,0,0
kinyarwanda/new_1_00106,Wasanga Imana yarakuremeye kuba urugero rwiza rw'umukene bwahamye Ukaba ukishuka ngo bizacamo #PoorYou,2,0,2,0,0,0
kinyarwanda/new_1_00107,"😂 nari nicaye ahantu numva umwana abajije nyina ngo mbese kunyara bisobanuye ik …,kugeza nanubu ntabwo aramusubiza ndakomeza mbahe amakuru 😂🤌",0,0,0,0,0,0
kinyarwanda/new_1_00108,Bavandimwe ni mukomere kujambo ry' Imana kuko ubwami BW'ijuru buregereje kandi dusabire ninzirakarengane zaukraine,0,0,2,0,0,0
kinyarwanda/new_1_00109,Umukire yampaye akazi ngo njye nsetsa abana be none wagirango nabakubise ndabasetsa ahubwo uburakari bukaba bwinshi😭😭😭,0,0,0,0,0,0
kinyarwanda/new_1_00110,@user @user @user @user @user @user @user @user @user @user Isabukuru nziza musaza wa! Nyagasani akurinde ikibi n'umubi wa mfura we!,0,3,0,0,0,0
kinyarwanda/new_1_00111,#kigaliCarFreeDay yagarutse! Dufite ubwoko 4 bw'amagare meza y'abantu bakuze! Wisigara Kora siporo wumva umunyenga w'igare rishya ryabugenewe! DM for orders / 🤙0784573221 https://t.co/DfAltK9WiY,0,2,0,0,0,0
kinyarwanda/new_1_00112,@user Hahhahahha ubwose kugutegeka birenze ibyo nibihe🤔,0,0,0,0,0,0
kinyarwanda/new_1_00113,"@user @user @user @user @user @user @user @user @user @user @user take a look Turagushimara cyane, Twagirimana Pacifique ku bwitange bwawe mu gihe twamaranye. Tukwifurije amahirwe ahandi hose uzerekeza. #TuriMusanze #IngagiNkuru #VisitMusanze https://t.co/UtoLzILBFt",0,2,0,0,0,0
kinyarwanda/new_1_00114,@user Urumva se atari motivation yo kuba umukire se bro? Wicika intege tu,0,1,0,0,0,0
kinyarwanda/new_1_00115,@user Uravuze ngo bafite uburyarya? Kwamamaza ibyo batumva bikaba bihatse iki se?,0,0,0,0,0,0
kinyarwanda/new_1_00116,@user Duharanire ko ibibi byabaye bitongera kubaho.,0,1,0,0,0,0
kinyarwanda/new_1_00117,"@user Umwana wabandi.muramubeshyera,dore ni Jersey yiguriye kd yanditseho Rwanda https://t.co/3B4WlcM8ED",0,0,0,0,0,0
kinyarwanda/new_1_00118,"Ariko ibyo ahimba byose, ajye agerageza nibura gushyiramo ubwenge! Hari ikintu udashobora kubeshya ngo gifate. https://t.co/Tkkkkukx53",3,0,0,0,0,0
kinyarwanda/new_1_00119,@user @user Inzoga niba uziraramo ufite ikibazo Aho kuziraramo zakuraramo,0,0,0,0,2,0
kinyarwanda/new_1_00120,Ni inshingano zacu nk’urubyiruko mu guhangana n’ikibazo cy’inda zitifujwe ndetse n’ubwandu bwa SIDA. Turashimira abafatanyabikorwa badufasha kubigeraho. #CondomWeek2021 @user @user @user @user @user @user @user @user https://t.co/AX1vHAjIWb,0,2,0,0,0,0
kinyarwanda/new_1_00121,@user Ukraine iyo bayirashe bahungira ikuzimu harya ubwo urwanda rugira ikuzimu ra?,0,0,0,0,0,0
kinyarwanda/new_1_00122,Bakwirwe imishwaro abicanyi bihishe mu Bufaransa n'ahandi! Ibigarasha n'amwe mubakurikire mudakoza ibirenge hasi!💪👊 https://t.co/54T1PaNBRO,2,0,2,0,0,0
kinyarwanda/new_1_00123,"Banyarwanda, Umunsi mwiza w'Intwari! Ntituzibagirwa na rimwe Intwari z'u #Rwanda, zitanze ngo rweme twemarare🇷🇼 https://t.co/vnfM7MKWOT",0,3,0,0,0,0
kinyarwanda/new_1_00124,"Zaburi 106:1 Haleluya! Nimushimire #Uwiteka yuko ari mwiza,Kuko #Imbabazi ze zihoraho iteka ryose. https://t.co/jARruGKXxg",0,0,0,0,0,0
kinyarwanda/new_1_00125,"Kuki usanga abitwa ba """"kavukire"""" batumvikana n'abitwa """"abimukira"""" ndetse ugasanga abapangayi batumvikana na ba nyir'amazu bakodesha? @user",0,0,0,0,2,0
kinyarwanda/new_1_00126,@user nukuyisangira nibwo wagira umutuzo kurusha uko warya wenyine icyo ukoze kiba kizakugarukira #GIRANEZAWIGENDERE,0,0,0,0,0,0
kinyarwanda/new_1_00127,Kwa kundi abakobwa bateye nabi bitera ibirungo byinshi 😭&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; https://t.co/rBVcVppfj7,2,0,0,0,0,0
kinyarwanda/new_1_00128,"Abakumbuye kujya ahantu hatuje mwese twagiye, mwibuka kubahiriza amabwiriza akumira ikwirakwira rya Covid-19 @user Fazenda Sengha https://t.co/3WOD2BNmjY",0,0,0,0,0,0
kinyarwanda/new_1_00129,Cyaze abakobwa barateta bagakabye..mpuye na @user avuye kwivuza iryinyo arko ari kugenda acumbagira inzira yose...mpbaahh!! Hahaah,2,0,0,0,0,0
kinyarwanda/new_1_00130,@user Itangazamakuru urisuzumira kuri twitter se? Iyi ni page yanjye bwite sinzi niba hari uguhatira kuyirebaho.,2,0,0,0,0,0
kinyarwanda/new_1_00131,"Yoooo, ndababaye sana. Hagire umpa indirimbo ye iryoshe kandi iteye agahinda mbashe kuyiririraho https://t.co/rLscFq4DKQ",0,0,3,0,0,0
kinyarwanda/new_1_00132,@user Cyaze aha ho yaratwemeje 😂😂,0,0,0,2,0,0
kinyarwanda/new_1_00133,"Meme ,mukuru wa meme, fuc* mukubita rukoko, nyangufi nyirazo Ngayo amazi y intoki🖖",0,0,0,0,0,0
kinyarwanda/new_1_00134,Nonese guhita mubyirukakana kuri za WhatsApp status ni uburyo bwo gutangira amakuru ku gihe?? Singire uwo mbera umutwaro nyabu 😇😇😇,0,0,0,0,2,0
kinyarwanda/new_1_00135,"@user Uzarebe iyo umusilamu arashe, babyita igitero cy'iterabwoba. Harasa umukilisitu bakabigoragoza ngo yari arwaye mu mutwe.",2,0,2,0,0,0
kinyarwanda/new_1_00136,@user @user @user Uvuze neza cyane Urakoze mu ubufatanye n'umurunga w'ubunyarwanda byose tuzabigeraho dusagasira ubyagezweho.,0,2,0,0,0,0
kinyarwanda/new_1_00137,Nyuma yo kunkwera mu gisimenti yibagiwe password 😂😂@user https://t.co/6Z0KoRUSvK,0,0,0,0,0,0
kinyarwanda/new_1_00138,"@user Oya,ahubwo ubaza IMANA aho kurakara nubwo Itagusubiza Ishyiraho inzira kuko Niyo Itanga ibidutunga",0,2,0,0,0,0
kinyarwanda/new_1_00139,😂😂yapfuye kera nuko yaratgereje kubora buriya https://t.co/pIFzxbXkbA,2,0,0,0,0,0
kinyarwanda/new_1_00140,Umva nubwo inzonzi zibeshya ariko haribyo zitakwereka wari warota umukobwa yaguhaye amafaranga mbajije abasore?,0,0,0,0,0,0
kinyarwanda/new_1_00141,@user @user @user @user @user @user @user @user @user @user @user Amabyise ya shitani abasate konjye ntakoresha toilet hamwe nasatani 😂😂,0,0,0,0,0,2
kinyarwanda/new_1_00142,"@user @user @user @user @user Ushobora kutabishyigikira, ni uburenganzira bwawe, ariko ukabikora utibasiye uwo mutabihujeho imyumvire. That is smartness.",0,0,0,0,0,0
kinyarwanda/new_1_00143,Uyu munsi twakoze siporo numva ndishimye sha ndebe P KAGAME hafi yange🇷🇼🇷🇼👌🏼👌🏼 @user ♥️♥️♥️ @user Rwanda the Heart of Africa https://t.co/GLGCmFdg83,0,3,0,2,0,0
kinyarwanda/new_1_00144,Ese kucyi abahungu bicyigihe basigaye bumva ko kuryamana aringombwa wamuhakanira mugahita mutandukana urwo nurukundo koko🙄🤔?,0,0,3,0,0,0
kinyarwanda/new_1_00145,"@user 😂😂😂😂, noneho urandangije mn😂😂, ngo uretseko twagiz ibyago😂😂😂😂",0,0,0,0,0,0
kinyarwanda/new_1_00146,Nukuri ndibuka bwambere mura na jay Polly kuri stadium amahoro this guy yari humble yamaye 500rwf ndatega nzikanombe .💔 #sharethemoment,0,0,3,0,0,0
kinyarwanda/new_1_00147,Guyz ngo mukomeje kurakaza @user cyane bitavugwa. Ariko ubundi mubiterwa n'iki??,0,0,0,0,0,0
kinyarwanda/new_1_00148,"@user Hari inguni y’ubuzima baba bahisha, muvandimwe.",0,0,0,0,0,0
kinyarwanda/new_1_00149,😭😭😭😭😭😭😭😭😂😂😂😂😂😂😂😭😭😭😭😭 @user na @user mwikigira nkaho mutabonye ibi😢🤣 https://t.co/XZsLeylYNM,3,0,0,0,0,0
kinyarwanda/new_1_00150,@user nibiki byananiranye gukemura ariko kuva mu gitondo??,2,0,0,0,0,0
kinyarwanda/new_1_00151,Iki gihe naringikeneye cyane @user webare kumpa umwanya nkabana namwe nishimye cyane ... Uri inkotanyi cyane. #InkotanyiNiUbuzima https://t.co/nsnF6b0NyQ,0,3,0,0,0,0
kinyarwanda/new_1_00152,@user Wazashatse aga take away ko numva Congolese batazi neza gahunda raa,0,0,0,0,0,0
kinyarwanda/new_1_00153,@user @user @user @user @user @user @user @user @user @user amapfa kera yarateraga tukajya kugisha none ubu inka ntizikigenda 😭,0,0,2,0,0,0
kinyarwanda/new_1_00154,Ababonye ko wamwana womubakire arigukoresha computer ya Nicole mumpe follow🤣🤣🤦 narumiwe @user @user @user https://t.co/BByMRR23gr,0,0,0,2,0,0
kinyarwanda/new_1_00155,@user @user Urakanga ndehano nkawe ubwo kweli😤 Banza wumve icyo bisobanuye hama uvana ubupozompo hano,3,0,0,0,0,0
kinyarwanda/new_1_00156,@user Umva mbese! Ibyanezeza ubizi Ute?? Kuki atakora kimwe ngo n'umugore akore ikindi? Kuki atafata uriya mwana cg ngo ateke??,3,0,0,0,0,0
kinyarwanda/new_1_00157,"Nonese ko waje ntamafaranga uzanye wumvaga uriburye gute?,😂😂 https://t.co/DNYVyDQ3n2",2,0,0,0,0,0
kinyarwanda/new_1_00158,"Ntamuntu mwiza ku buryo atakuyobya, ntan'umuntu mubi ku buryo atakuyobora. Kuba hari ibyo utemeranya n'umuntu ntibivuze kwagana nawe.",0,0,0,0,0,0
kinyarwanda/new_1_00159,Izi zo urebye nabi zanakurya da! https://t.co/tEG33mL0Ku,0,0,0,0,2,0
kinyarwanda/new_1_00160,Happy my lovely sister @user umwe mu banzamuye aha kur'iyi mihanda🙌. Agire umunsi mwiza rwose 🤗 @user akwiteho uyu munsi💃💖 https://t.co/AXUwONGj0o,0,3,0,0,0,0
kinyarwanda/new_1_00161,"@user @user Byiza cyane mama, nkunda abato bafite u #Rwanda ku mutima. Gushima ukiriho, bikaba ubupfura. Mutashye✊🏾",0,3,0,0,0,0
kinyarwanda/new_1_00162,@user komwatinze guhemba noneho byagenze bite? Ba landlord batangiye gufata imyanzuro mwibukeko Hari abishyura inzu muyo mwahembye!,0,0,0,0,2,0
kinyarwanda/new_1_00163,Hamwe na Tinyuka ya @user yabashije kwiteza imbere. Kurikira ikiganiro kirambuye iterambere ry'umugore @user (12hr -13hr). #Tinyuka #RwOT https://t.co/M5I6wXl5Qh,0,2,0,0,0,0
kinyarwanda/new_1_00164,@user None byit iki babe😥 kubu namaze nokurakara😡😡😡,3,0,0,0,0,0
kinyarwanda/new_1_00165,@user Uko abikingiza biyongera ni ko business zikomorerwa...twikingize ku bwinshi.,0,2,0,0,0,0
kinyarwanda/new_1_00166,Urumuri rwasimbuye umwijima Genocide ntizongera kubaho Iki gihugu mwasize ari kibi Tuzabaratira ko twasize ari cyiza,0,0,2,0,0,0
kinyarwanda/new_1_00167,@user @user Oya rwose ibyo nkwifuriza ni ibyiza gusa. Reka hacye ahubwo!,0,0,0,0,0,0
kinyarwanda/new_1_00168,Ukuntu mba mfite ubwoba iyo ngiye gukaraba mba meze nkumuntu ugiye gusambana bwa mbere,0,0,0,0,0,0
kinyarwanda/new_1_00169,Mushobora kugira uruhare muri iki kiganiro mutanga ibitekerezo cyangwa se mukabaza ibibazo mwifashishije umurongo wa Radio izuba ariwo: 0788553039 Ntimucikwe!,0,0,0,0,0,0
kinyarwanda/new_1_00170,"@user Iyo arira byo kwishima ça va nakumva nishimye , ariko arize byo kubabara (agahinda) byambabaza cyaneeee 🙇",0,0,0,0,0,0
kinyarwanda/new_1_00171,Iriya interview ya Mama wa Elsa kuyireba Ngo nyirangize birananiye pe! Mbega umubyeyi ubabaje! 😭😭😭,0,0,3,0,0,0
kinyarwanda/new_1_00172,"@user @user Roventide fevuriye niho yavutse😹🎶🎶🎶🎼eehyeee -yeee niho yavutse, nta mugore ugenda bwije iyo agiye baramurya, yeeeee-eeh iyo agiye baramurya😅🎶",0,0,0,0,0,0
kinyarwanda/new_1_00173,#Umuganura2022 umunsi w'abanyarwanda ubusabana bwa kimuntu umusangiro gakondo. Ngira nkugire y' u #Rwanda https://t.co/DjNchscnim,0,2,0,0,0,0
kinyarwanda/new_1_00174,"https://t.co/ssWiEezJaR Amahoro kurimwese.Reba inama zangombwa ,zigamije kubaka igihugu cyacu. Abirirwa bakigambanira bakwiriye kubihagarika.nabasabaga nubufasha bwo fungura iyo Video mukayireba.",0,0,0,0,0,0
kinyarwanda/new_1_00175,"1 Pet 1:8 Uwo mumukunda mutaramubona, kandi nubwo none mutamureba muramwizera, ni cyo gituma mwishima ibyishimo byiza bitavugwa,",0,0,0,0,0,0
kinyarwanda/new_1_00176,"Kuko sinumva ukuntu Umuntu ukurusha byinshi byiza umwita umuswa Kandi yarageze ku byo utarageraho, ushobora no kutazageraho.",2,0,0,0,0,0
kinyarwanda/new_1_00177,Kwakundi ujya kumurongo kuri bus wamara gutappinga siyo washakaga😭😭😭😭you have to wait another 10hrs,0,0,2,0,0,0
kinyarwanda/new_1_00178,@user @user @user Uvuze ukiri njyewe umugore wanjye abyaye akanga guha umwana ibere namubwira ko ntamushatse ngo abyare amere nk'ujugunye umwana no !!!,3,0,0,0,0,0
kinyarwanda/new_1_00179,"@user @user @user Insyanutsi ni wowe, wiha gutuka abantu kubera posts zabo! Jya ureba ibikureba. Abo wavuze ni ba sisters banjye!",3,0,0,0,0,0
kinyarwanda/new_1_00180,"Tubashyire indabo zibahumurire neza, twongere tubibutse ko tubakunda cyane kandi ko tubahozaho umutima. Ntituzabibagirwa. https://t.co/58QUAMlPaO",0,0,2,0,0,0
kinyarwanda/new_1_00181,"@user @user Nawe narekarame ibye nyine kdi niba uriwe ihangane Gsa ntukavange amasaka namasakaramentu nitukubwirango udufashe kuyishyura uzabireke ,😏😏 burimuntu numusonga we",3,0,0,0,0,0
kinyarwanda/new_1_00182,@user @user Reka nkuremere uzavuge ngo ngo,0,0,0,0,0,0
kinyarwanda/new_1_00183,Ase umuntu aguhaye Telephone uba wumva atari ikizibiti ko arakwishyura vuba bidatinze https://t.co/muTA1ld8Bp,0,0,0,0,0,0
kinyarwanda/new_1_00184,Dear @user @user @user @user @user @user @user muraba mukoze nimubwira @user batarafata urukingo; 1. Barengeje 40yrs 2. Abonsa n'abatwite 3. Abatwara abagenzi ko bajya kuri HC zibegereye @user,0,0,0,0,0,0
kinyarwanda/new_1_00185,"Kuri uyu wa Kane, RBA yasuye ahantu 3 hateguwe hazacumbikirwa abimukira bazava mu Bwongereza, aho hafite ubushobozi bwo kwakira abantu 350. #RBAAmakuru https://t.co/qGQSbOvngo",0,3,0,0,0,0
kinyarwanda/new_1_00186,"@user Nahita mpindukira nkagenda kuko mpagumye umujinya watuma nica umuntu,,, Gs uwo mugore namwandikira message nkasanga yagiye",3,0,0,0,0,0
kinyarwanda/new_1_00187,@user Nyamara urampohoteye. Nonese ushaka ko mpereze inguni iburyo cg ibumoso?,0,0,0,0,0,0
kinyarwanda/new_1_00188,Niba abahakana Genocide yakorewe abatutsi bitabatera isoni kuki twe twagira ubwoba bwoguhangana nabo. #Kwibuka27 #Twiyubaka,3,0,0,0,0,0
kinyarwanda/new_1_00189,"Dore uburyo inkundo z'ubu zibeshya 🙈. Baba bashaka amata gusa bagahita bigendera🏃, BIRATANGAJE🤸 🔥 Ukore SUBSCRIBE👇 https://t.co/XvLEtmGvDz",0,0,0,2,0,0
kinyarwanda/new_1_00190,@user @user Ko numva malayika yarakoresheje igitugu cya hatari mwa? 😂😂,0,0,2,0,0,0
kinyarwanda/new_1_00191,@user Kwirarira ni bibi man,0,0,0,0,0,0
kinyarwanda/new_1_00192,@user @user @user @user @user @user Umunyarwanda Nyawe nukomeje kwifuza iterambere rikomeje aho gusenya ibyagezweho rwose.,0,1,0,0,0,0
kinyarwanda/new_1_00193,"Aba bana n'abahanga cyane,uretse ubuzima bw'ishuri babamo bwa buri munsi ,n'imyidagaduro barashoboye peee! n'abarezi ntibasigaye inyuma https://t.co/qZ9i80tb8i @user @user @user @user @user https://t.co/r8V9KJ3km9",0,2,0,0,0,0
kinyarwanda/new_1_00194,@user Nonex uzigute ko atarimo kwihorera 🤷🏾 wasanga baramwiciye umwana cgw ababyeyi nimugahubuke ngo muzanibinu namakuru yuzuye mufite,0,0,0,0,0,0
kinyarwanda/new_1_00195,"@user @user @user Namubabarira se nta mbabazi yasabye?? 😂 Sinshaka Kubona tweets ze zuzuye ipfobya, zajya zintera umujinya buri gihe.",2,0,0,0,0,0
kinyarwanda/new_1_00196,@user @user Bapfuye bamaze gufata imigi itanu se hari ikibazo? Ranks ni amapeti bro! Yayambika abandi🤦 Haba hababaje imiryango yabo,0,0,0,0,0,0
kinyarwanda/new_1_00197,@user Njyewe ayo manyazi y'amafaranga wagirango haricyo dupfa asigaye yaranyanze kweli 😊😊,0,0,2,0,0,0
kinyarwanda/new_1_00198,Ase uwo munyamakuru ndi kumva bataye uwa kajwiga ni nde man??? @user @user @user @user @user @user,0,0,0,0,0,0
kinyarwanda/new_1_00199,@user @user Batamufite baba bari mu bipondo,0,0,0,0,0,0
kinyarwanda/new_1_00200,@user @user @user @user @user @user @user @user @user @user Chn nukuri woweho ndabona ufite imitekerereze iri poor kbx Abahe bandi x erura ubavugeee,3,0,0,0,0,0
kinyarwanda/new_1_00201,Inkuru nziza cyane umuturage ku isonga https://t.co/nC3WqjXvCA,0,2,0,0,0,0
kinyarwanda/new_1_00202,"@user @user Yiiiii. Akumva yagusebeje, rwose yakukubabaje. Ukugirango abantu bari bazi ko umubiri wawe udakora! 😂😂😂 So stupid!",3,0,0,0,0,0
kinyarwanda/new_1_00203,@user @user Abakunda kureba abambaye ubusa barakubwira ko yariyambaye neza. Naho abanga kureba abambaye ubusa barakubwira ko yariyambaye nabi.,0,0,0,0,0,0
kinyarwanda/new_1_00204,@user @user Uti abafite ubwenge n'amafaranga ni bangahe?🤔 Usibye mwe mwanga u Rwanda abandi bose ibyo barabifite wongeyeho n'umutekano.,3,0,0,0,0,0
kinyarwanda/new_1_00205,@user Aha niho ubera ikiraya 🤣,3,0,0,0,0,0
kinyarwanda/new_1_00206,@user Nta muntu wiyahura kuko yishimye. Dushyire hamwe nka sosiyete dukumire ibishobora gukumirwa,0,0,2,0,0,0
kinyarwanda/new_1_00207,Congratulations on your well-deserved success Mayor @user 👏🏻👏🏻ishya ni ihirwe ku imirimo yo kuyobora @user 🤗 https://t.co/NuPlVaZqNP,0,3,0,0,0,0
kinyarwanda/new_1_00208,Nyuma y'amezi 8 nigishije Landlord wanjye ku betting 😎 ubu nawe ari gushakisha inzu ya make yo gukodesha 😂😂,0,0,2,0,0,0
kinyarwanda/new_1_00209,@user @user Aba aje kumariraho ubutuna yo kanyagwa,3,0,0,0,0,0
kinyarwanda/new_1_00210,Nonese Twitter niyo ihemba anomangafari ngo @user adusogongeze 😂🤣😂 nubwo nta nzoga ya nzonnyo ariko wapfa kunywa da 😂🤣 https://t.co/TRzWX1mAHk,0,0,0,0,0,0
kinyarwanda/new_1_00211,"#Ubutwari2022 """"Umuntu ufite audience aba afite ibintu byose!"""" https://t.co/kTwLN7L5Wu",0,0,0,0,0,0
kinyarwanda/new_1_00212,@user @user @user @user Ahubwo nawe nukomeza kuvuga uratuma nkora unfollow 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,2,0,0,0,0,0
kinyarwanda/new_1_00213,Mvuye mumugi ariko mbonye abantu banze gukuramo udupfukamunwa mbajije umwe arambwira ngo erega twabaye style.😔we guhisha isura ntibyemewe😂😂,0,0,0,0,0,0
kinyarwanda/new_1_00214,"Duhari kubwanyu nkigisubizo mubya Mudasobwa ,wifuza kugura cyangwa gukoresha iyo usanganwe ifite ikibazo waduhamagara kuri : 0787548223. @user @user @user @user @user https://t.co/2bE2C4Ie2r",0,2,0,0,0,0
kinyarwanda/new_1_00215,@user Mwamfasha kureba impamvu ikarita yanjye kuri bus igaragaza ko ntamafaranga ariho kandi narayashyizeho nkoresheje momo? https://t.co/BvCAUzW2l5,0,0,0,0,2,0
kinyarwanda/new_1_00216,Mukwinyesebura ukumva ngo ndakwinginze😢ntuzitemo🍆🍑🙈 none bako muba mwumva byoroshye gusimbuka imodoka irimo igenda😳 @user,0,0,0,0,0,0
kinyarwanda/new_1_00217,"@user ISABUKURU NZIZA NYAKUBAHWA. IMANA YAREMYE U #Rwanda N'ISI YOSE IKOMEZE IKUTURINDIRE, IKONGERE IMBARAGA, UBUHANGA N'UBUTWARI BIGUSHOBOZA KURUZAMURA IZINDI NTERA NZIZA. #RwOT",0,3,0,0,0,0
kinyarwanda/new_1_00218,"Urugo Ruhire kuri @user , Umunyamakuru ubikora kinyamwuga! May Your Family be blessed in all🙏🙏 https://t.co/WiG5POOXrS",0,2,0,0,0,0
kinyarwanda/new_1_00219,Mbonye iriya station ya Police yi Remera nibuka le 1 Jan tujyayo gutanga ikirego ko batwibye 😩 Kwibwa kuri NY😭😭😭,0,0,3,0,0,0
kinyarwanda/new_1_00220,@user Umva nawe ra! Kandi nyine ari inshuti yanjye!,0,0,0,0,0,0
kinyarwanda/new_1_00221,"@user Ntabwo nganiriye nabi, ni wowe wisuzuguje, utangira gukoresha imvugo zidakwiye!",3,0,0,0,0,0
kinyarwanda/new_1_00222,Nta mukozi ukoresh Twitter😂😂 https://t.co/WBwPi3azub,0,0,0,0,0,0
kinyarwanda/new_1_00223,"@user Wapi ntabwo byoroshye, buriya Ari wowe upfukamye, wakumva ko Ari fight Koko.",0,0,2,0,0,0
kinyarwanda/new_1_00224,@user Ndinde se wo gutura I buzinga njwiri kd mbona murwanda turi kubyina insinzi,0,2,0,0,0,0
kinyarwanda/new_1_00225,@user Hari imvura iteye ubwoba! Abari muri #NtuyeNabi irabasiga iheruheru😎,0,0,0,0,3,0
kinyarwanda/new_1_00226,"Mwarakoze Nkotanyi. Byinshi amagambo atasobanura, Gusa Ubu AbanyaRwanda Bose Bafite Igihugu Bita Icyabo. #InkotanyiNiUbuzima #Kwibohora28",0,2,0,0,0,0
kinyarwanda/new_1_00227,Ase ntakuntu umutaka(umbrella) bajya bakora discount kuko iyimvura nayo igiye kudushyira muri #lockdown (gumamurugo)😭😭,0,0,2,0,0,0
kinyarwanda/new_1_00228,@user @user Aha hantu nabonye hashinzemo ibyuma ngo abadage barahuriraga cyane. Ni heza!,0,2,0,0,0,0
kinyarwanda/new_1_00229,@user Simbonax arihamwe mugikari cyabo 🤷‍♂️ ahubwo ayo maso yae agenda areba hejuru 💀🙊🤣🤣,2,0,0,0,0,0
kinyarwanda/new_1_00230,"@user na @user hamwe na @user baduh amakuru tumenye ibyiyi saison tutazongera guhinga tukarumbya, ubushize twarahiy byahatari",0,0,0,0,2,0
kinyarwanda/new_1_00231,"Sinshobora kwibagirwa urugomo rwabaga during and After 😭😢 for 2nd day, sister bamukubise umusumari mu mutwe🙆...duhita tubona pansion yo kutazasubirayo. https://t.co/RMoxGTjKC4",0,0,3,0,0,0
kinyarwanda/new_1_00232,@user Imana izandinde ku Manchesterunitedinga mubuzima bwange😂,0,0,0,0,0,0
kinyarwanda/new_1_00233,@user @user @user @user @user @user @user @user @user @user @user Nari ngiye gushyira status kuri watsapp ivuga ko watsapp yanze gukora none byanze🙄,0,0,0,0,0,0
kinyarwanda/new_1_00234,"@user @user @user @user Nuko hasuzuguwe umugore, ntan'ubwo Ari ugusuzugura, ni ugupfobya!",2,0,2,0,0,0
kinyarwanda/new_1_00235,Abanyeshuri Ko ntumva induru yanyura muvuga kowayabonye By the way mwakoze https://t.co/4eylC91Ary,0,2,0,0,0,0
kinyarwanda/new_1_00236,@user Ni akazi kawe nubunywa ugatwara breathalyzer ikagufata ntuzagire ngo akamaarimaari ntikakuburiye,0,0,0,0,2,0
kinyarwanda/new_1_00237,Ashoje yibutsa ko gushyira hamwe aricyo Cya mbere kizwi ku banyarwanda kandi ko Kwishakamo ibisubizo ari Umuco wacu #Indemyamihigo,0,0,0,0,0,0
kinyarwanda/new_1_00238,Harya ye mumbwire ino miwacu nako muri africa haracyaba ubwenge? Cyangwa ni ugukurikira abandi ngo nikomereze https://t.co/QIxQvIygmL,0,0,0,0,0,0
kinyarwanda/new_1_00239,@user @user Kubana neza nabo se bivuze gutega amatama bagakubita? Hoya. Aho kwicwa ni Interahamwe nasonza,3,0,0,0,0,0
kinyarwanda/new_1_00240,Hari umuntu umbwiye ngo mugurire amagi 30 atosheje ayarye yicaye hamwe. None ndatinye ngo atamwica bakabimbaza.....🏃‍♂️🏃‍♂️,0,0,0,0,0,0
kinyarwanda/new_1_00241,Buriya rero gufuhira umukunzi mutararushinga ninko kwanga ko abandi bakora kunkweto usanze mwisoko🤣😂🤣😂 @user @user @user @user @user @user @user @user @user @user @user @user @user @user,0,0,0,0,0,0
kinyarwanda/new_1_00242,ikinyabupfura nishusho yubwenge shushanya ubwenge bwawe uko ushaka,0,0,0,0,0,0
kinyarwanda/new_1_00243,"@user @user Mwakoze cyane kuganiriza abo basore@user Amavubistar,nibakurikiza Inama bahawe ntakabuza uyumunsi baraturaza neza rwose!!!",0,3,0,0,0,0
kinyarwanda/new_1_00244,Ubusazi Bwa Putine bugeze no muri sports.Dore burayishegeshe. https://t.co/5cLbB1OOWr,2,0,0,0,0,0
