text_id,text,Sadness,Joy,Fear,Anger,Surprise,Disgust
isixhosa_2_00063,Isikhumbuzo: Stanley Toni - ivulandlela kumanqindi,0,1,0,0,0,0
isixhosa_2_00064,Uvuyo uAphelele evuzwa ngeyunifomu,0,3,0,0,0,0
isixhosa_2_00065,I-WSU ityhile kwelinye ikhasi ngefashoni,0,2,0,0,0,0
isixhosa_2_00066,Itshabalalise indlu yomhlolokazi itekisi,3,0,0,0,0,0
isixhosa_2_00067,IChippa United iyifun’apha iSundowns eyingozi,0,0,0,0,0,0
isixhosa_2_00068,Zidla zigoduka ngoku kwi2017 Afcon,0,0,0,0,0,0
isixhosa_2_00069,Babhubhile abasele utywala obunetyhefu,3,0,0,0,0,0
isixhosa_2_00070,IStormers sidlala ngaphandle kwabadlali abaphambili ngoMgqibelo,1,0,0,0,0,0
isixhosa_2_00071,UMiddendorp ukhathazwa bubuthuntu beefolosi zeChiefs!,2,0,0,0,0,0
isixhosa_2_00072,Ucela uncedo umfama uSihle Maseko,2,0,0,0,0,0
isixhosa_2_00073,Umdlalo weGalaxy neSundowns umisiwe ngenxa yengozi,2,0,0,0,0,0
isixhosa_2_00074,UGeorge Maluleka uthi kumothusile ukukhululwa yiMamelodi Sundowns,0,0,0,0,3,0
isixhosa_2_00075,Isithsaba soloyiso siphuma kubalandeli,0,2,0,0,0,0
isixhosa_2_00076,Lafundela emlanjeni ukubumba nokuzoba inenekazi laseBhayi,0,1,0,0,0,0
isixhosa_2_00077,"Kubhubhe umkhwetha, abanye bakwimeko embi esibhedlele",3,0,0,0,0,0
isixhosa_2_00078,Italente ifele kwiilali zaseDutywa,2,2,0,0,0,0
isixhosa_2_00079,Babhaqiwe ooMy Friend abathengisa ukutya okuphelelweyo,2,0,0,2,0,0
isixhosa_2_00080,URhulumente weMpuma Koloni uvule isibhedlele esixabise iR689-m eMatatiele,0,2,0,0,0,0
isixhosa_2_00081,Uceba ‘wonyanya ilindle’ ebantwini bakhe,0,0,0,0,0,3
isixhosa_2_00082,Ufunyenwe unqunyulwe isinqa umzimba wenina laseMaclear | EC Indab,3,0,0,0,0,0
isixhosa_2_00083,ULyle Foster ungene waphelela kwiqela likaVincent Kompany!,0,2,0,0,0,0
isixhosa_2_00084,UVolkswagen WCT uqhuba nephulo lokukhuthaza abantwana ukufunda!,0,2,0,0,0,0
isixhosa_2_00085,Abahlala ezitalatweni: Umqobo kukungabikho komgaqonkqubo,0,0,0,0,0,0
isixhosa_2_00086,UJose Riveiro ubeka elubala akufunayo kwiMTN8 Cup!,0,0,0,0,0,0
isixhosa_2_00087,Amazulu FC abethwe ahamba kancinci yiPirates emdlalweni wePSL!,0,0,0,0,0,0
isixhosa_2_00088,Inkwenkwana yaseJeffreys Bay iya eKenya kukhuphiswano,0,3,0,0,0,0
isixhosa_2_00089,Ukuvalwa kwendlela zezithuthi zabafundi baseMpuma Koloni akukho mthethweni. | EC Indab,0,0,0,3,0,0
isixhosa_2_00090,"Usaqhula ekugugeni, ongagugiyo uLottering",0,2,0,0,0,0
isixhosa_2_00091,Kukude ebhakubha kumaqela aseBhayi,1,0,0,0,0,0
isixhosa_2_00092,UZille wehlulakele ukubayinkokeli elinina elikhusela amanye amanina,3,0,0,0,0,0
isixhosa_2_00093,Ithe zava emalini iBanyana Banyana,0,3,0,0,0,0
isixhosa_2_00094,Uncedo kwintwazana edlwengulwe amatyeli ngamatyeli eNgcobo,3,0,0,0,0,0
isixhosa_2_00095,Inkosikazi yaxhatshazwa yinkosikazi ngezesondo,3,0,0,0,0,0
isixhosa_2_00096,IMamelodi Sundowns isecicini lokuzuza iindebe ezintathu kwisizini enye!,0,3,0,0,0,0
isixhosa_2_00097,IMafikizolo ibhiyozela iminyaka engamashumi amabini,0,3,0,0,0,0
isixhosa_2_00098,IBanyana Banyana igxeleshe iNdebe yeHlabathi,0,2,0,0,0,0
isixhosa_2_00099,Iimbaleki zaseMthatha ezisweleyo zicela amalizo ebantwini,3,0,0,0,0,0
isixhosa_2_00100,"Ukonakala kwenye, kukulunga kwenye Listeriosis!",0,0,0,0,0,0
isixhosa_2_00101,"iPirates ibethe iSwallows, yona iRichards Bay ihlaze iGolden Arrows!",0,2,0,0,0,0
isixhosa_2_00102,Makufundiswe ukubaluleka komhobe wesizwe,0,0,0,0,0,0
isixhosa_2_00103,Lithuba elihle leGhana lokugodusa uLuis Suarez ephaca,0,1,0,0,0,0
isixhosa_2_00104,INkulumbuso uOscar Lubabalo Mabuyane uzakuchitha usuku lwangomso namanina aseMpuma Koloni. | EC Indab,0,2,0,0,0,0
isixhosa_2_00105,‘UGqr. Wagner yile nto ifunwa liSebe’,0,2,0,0,0,0
isixhosa_2_00106,Amaxwebhu ophando atshe ngumlilo eBhisho,2,0,0,0,2,0
isixhosa_2_00107,Kusekude engqinibeni kwinyewe yaseMnquma,1,0,0,0,0,0
isixhosa_2_00108,UKoti ubuyela eSABC ezokuphatha,0,2,0,0,0,0
isixhosa_2_00109,Uwongwe ngesidanga sobuGqirha uSongelwa,0,3,0,0,0,0
isixhosa_2_00110,‘Esi sisiqalo sezinto ezinkulu’ - Hunt,0,2,0,0,0,0
isixhosa_2_00111,Abasebenzi bakamasipala bacela ibhonasi kubahlali,0,0,0,0,2,0
isixhosa_2_00112,‘Wenze sure ukuba ubetha entloko apho uqondayo ukuba uza kuba umgqibile...’,0,0,0,0,0,0
isixhosa_2_00113,Kulephuza uyolo eKiwane Resort,0,3,0,0,0,0
isixhosa_2_00114,Inzwakazi yaseNgcobo isasaza iOPW!,0,3,0,0,0,0
isixhosa_2_00115,UCoetzee uzakubangqingqwa xa etyumba abadlali,0,0,0,0,0,0
isixhosa_2_00116,URosie Motene ubhale incwadi ngobomi bakhe,0,2,0,0,0,0
isixhosa_2_00117,#LOCALisLEKKER- Zithini iinkqubo ezintsha zeSABC 3?,0,0,0,0,0,0
isixhosa_2_00118,Ubanjiwe owabalekela eLimpopo emva kokubulala isithandwa sakhe,2,0,0,0,0,0
isixhosa_2_00119,Ukuthelekiswa kwaqela omnyazi kwamkelwe ngovuyo nguMzantsi Afrika!,0,2,0,0,0,0
isixhosa_2_00120,Inkonzo yamaWisile ithe ndlelantle kumfundisi wayo,1,2,0,0,0,0
isixhosa_2_00121,Intlungu yakhe imqhubele empumelelweni,0,2,0,0,0,0
isixhosa_2_00122,Umtyholwa wesihlanu ebesedokisini kwityala lokuzama ukubulala uJaques | EC Indab,2,0,0,0,0,0
isixhosa_2_00123,Angcwatyiwe amaxhoba ohlaselo eMthatha,3,0,0,0,0,0
isixhosa_2_00124,"“Ukuba iMagic ingabetha iChiefs, iyakuba ngathi iphumelele iNedbank Cup”",0,1,0,0,0,0
isixhosa_2_00125,Kugawulwa ihlathi elizimela amasela aseNgcobo,0,2,0,0,0,0
isixhosa_2_00126,"‘UZuma akasosibhanxa, akafundanga qha’",0,0,0,0,0,0
isixhosa_2_00127,Umrhanelwa ebenxiba iimpahla zoomama nezenkonzo,0,0,0,0,2,0
isixhosa_2_00128,Ukhuphiswano lamafama oboya eMatatiele,0,0,0,0,0,0
isixhosa_2_00129,UTikana uphose amazwi enkxaso kubafundi abonzakeleyo,0,1,0,0,0,0
isixhosa_2_00130,Sele iziveki kukhangelwa umama ona-60 owayeye kwisithandwa sakhe!,2,0,0,0,0,0
isixhosa_2_00131,UMntla Koloni uzokufunxa ulwazi eMpuma Koloni,0,2,0,0,0,0
isixhosa_2_00132,Kungakho ingxaki yeebhonasi enkampini yaBafana Bafana,0,0,0,0,0,0
isixhosa_2_00133,Zonke iingxaki zeza noZuma?,0,0,0,0,0,0
isixhosa_2_00134,Kufuneka isebenze nzima iChippa kwimidlalo yayo,0,0,0,0,0,0
isixhosa_2_00135,"SABC, ithini na le nto?",0,0,0,0,0,0
isixhosa_2_00136,Mibini(2)imizimba efunyenwe isitsha ngaphakathi evenkileni logama omnye kubo ebotshelelwe | EC Indab,3,0,0,0,0,0
isixhosa_2_00137,Kutyalwe iR4-billion nguVW kwiziko eliseKariega!,0,3,0,0,0,0
isixhosa_2_00138,Ingozi yeemoto isube imiphefumlo emithandathu,3,0,0,0,0,0
isixhosa_2_00139,UBlackBerry unequkunya elitsha kraca,0,2,0,0,0,0
isixhosa_2_00140,Umhlangala uza kudedela inyhwagi!,0,0,0,0,0,0
isixhosa_2_00141,UMosimane akothukanga ngumdla we-Al Ahly,0,0,0,0,0,0
isixhosa_2_00142,Ibanjiwe inkosikazi ebhaqwe inentsangu,0,0,0,0,2,0
isixhosa_2_00143,Kuphikiswana ngenyewe yabacimi mlilo eKhanada yimanyano iNUMSA nesebe lezendalo,0,0,0,0,0,0
isixhosa_2_00144,URamaphosa sele esifumene isiqingatha se-R1.2 trillion,0,2,0,0,0,0
isixhosa_2_00145,Sikhahlela uMama Phyllis Ntantala-Jordan,0,2,0,0,0,0
isixhosa_2_00146,Athengwa ngotywala amapolisa aseQonce,2,0,0,0,2,0
isixhosa_2_00147,Bafana bombhoxo niyambesil’ iAfrika,0,3,0,0,0,0
isixhosa_2_00148,IZIMVO: THINA SAZI IMBUMBA YAMANYAMA,0,0,0,0,0,0
isixhosa_2_00149,Umgomo walo nyaka uthi:,0,0,0,0,0,0
isixhosa_2_00150,Ungcwatyiwe namhlanje umfundi(16) owabulawa ngabanye esikolweni kuCofimvaba | EC Indab,3,0,0,0,0,0
isixhosa_2_00151,Iingoma zikaEmjay Joyi waseSajonisi,0,0,0,0,0,0
isixhosa_2_00152,Yaphela imisebenzi yi “4IR”,2,0,0,0,0,0
isixhosa_2_00153,"Kubanjwe abadidiyeli, kwathathwa nalo singamqombothi",0,0,0,0,2,0
isixhosa_2_00154,Umbulali kaUyinene Mrwetyana ubuyele enkundleni ngetyala lokuzama ukudlwengula,2,0,0,0,0,0
isixhosa_2_00155,Uqale ishishini lokuvasa izihlangu uAsanda,0,2,0,0,0,0
isixhosa_2_00156,"UZuma akayi ndawo, uyakwehla ngo-2019",0,0,0,0,0,0
isixhosa_2_00157,Abulewe amakhosikazi amabini eO.R.Tambo,3,0,0,0,0,0
isixhosa_2_00158,Umbumbi waseGcuwa uzenzela igama,0,2,0,0,0,0
isixhosa_2_00159,Intombi ibulele indoda yayo!,2,0,0,0,0,0
isixhosa_2_00160,UTinkler ushiywe enomsindo yiTP Mazembe,0,0,0,3,0,0
isixhosa_2_00161,‘...Imbi into elapha xa sele kusina imvula’,3,0,0,0,0,0
isixhosa_2_00162,UNathi Mankayi ubanjelwe ubusela kwakhona!,0,0,0,0,2,0
isixhosa_2_00163,Owasetyhini obanjelwe ukutyhola amapolisa ngodlwengulo | EC Indab,1,0,0,0,0,0
isixhosa_2_00164,Kuphandwa ityala lokudutyulwa kwenkosikazi,2,0,0,0,0,0
isixhosa_2_00165,‘Imizimba yethu ayondawo yokudlala!’,0,0,0,2,0,0
isixhosa_2_00166,UVusani uthi likhaya lakhe iChippa,0,1,0,0,0,0
isixhosa_2_00167,Ukhutshwe emoyeni umsasi ebhidwe ziintsuku!,0,0,0,0,2,0
isixhosa_2_00168,Inkxaso yeR40m kumashishini amancinane,0,3,0,0,0,0
isixhosa_2_00169,Kuyothusa ukudlwengulwa kwamanina eMpuma Koloni!,3,0,0,0,2,0
isixhosa_2_00170,Umsasazi utyholwa ngokudlwengula inkwenkwe,3,0,0,0,0,0
isixhosa_2_00171,Makukhangelwe indlela yokuphucula iindawo zokuzilolonga zamanqindi,0,0,0,0,0,0
isixhosa_2_00172,‘Asizifuni ivoti zabantu ababulala amanye Ama-Afrika’,2,0,0,2,0,0
isixhosa_2_00173,Kutyholwa isiporho ngokubhubha kukaMagwinya,2,0,0,0,2,0
isixhosa_2_00174,UKhune ucela into enye kubalandeli beChiefs,0,0,0,0,0,0
isixhosa_2_00175,Uvavanyo - 2016 Suzuki Vitara GL+,0,0,0,0,0,0
isixhosa_2_00176,IPirates ifumene urhasatsha wefolosi eNigeria,0,2,0,0,0,0
isixhosa_2_00177,Uzakuba mde lo nyaka,0,0,0,0,0,0
isixhosa_2_00178,UNYULO LOVALOZIKHEWU eBUFFALO CITY,0,1,0,0,0,0
isixhosa_2_00179,USerena noVenus badibana etshatshalazeni ngoMgqibelo!,0,2,0,0,0,0
isixhosa_2_00180,Mawabuye amathambo kaPokela eZimbabwe,1,0,0,0,0,0
isixhosa_2_00181,Izimvo zolutsha ngeJune 16,0,0,0,0,0,0
isixhosa_2_00182,Amasi abekwe elangeni kwi Bonkolo Marathon,0,0,0,0,0,0
isixhosa_2_00183,Lakuxoxwa kunyaka ozayo ityala laseBCM,0,0,0,0,0,0
isixhosa_2_00184,‘Ungaboleka imali ebhankini likhona iqabane?’,0,0,0,0,0,0
isixhosa_2_00185,Umyalezo omkhulu kwingoma entsha kaDJ 6teen,0,2,0,0,0,0
isixhosa_2_00186,Abafana Bes’thende bakhuphele umsindo kwiPolokwane City namhlanje emalanga,0,0,0,0,0,0
isixhosa_2_00187,Udiniwe kukuthetha into enye uKomphela,1,0,0,1,0,0
isixhosa_2_00188,Lutyholwa ngokuba lunesandla ekudukeni komntwana usapho!,2,0,0,0,2,0
isixhosa_2_00189,Amapolisa athi azakuzigada ii-ambulensi eBhayi,0,1,0,0,0,0
isixhosa_2_00190,Kudibana oomakad’ezondana kwiSuper Series!,0,0,0,0,0,0
isixhosa_2_00191,Bazilungiselela inkomfa yeANC ephondweni,0,0,0,0,0,0
isixhosa_2_00192,"“UBobby Motaung usisigidimi seChiefs, izigqibo azithathwa nguye”",0,0,0,0,0,0
isixhosa_2_00193,UMemela ufuna itshayele kwanto iPirates,0,0,0,0,0,0
isixhosa_2_00194,Ngubani oza kuphumelela idabi laseSoweto?,0,0,0,0,0,0
isixhosa_2_00195,IMaritzburg ingenza inzuzo entle ngo-Ofori,0,1,0,0,0,0
isixhosa_2_00196,Uvavanyo - 2016 Chevrolet Captiva 2.2 D LT FWD AT,0,0,0,0,0,0
isixhosa_2_00197,Zilala endlini iigusha ngenxa yezinja,2,0,0,0,0,0
isixhosa_2_00198,UJoyi unephupha elinye ebomini bakhe,0,0,0,0,0,0
isixhosa_2_00199,UKeysher Fuller uncede iCosta Rica emva kokubhida uShuici Gona ove ngobaliselwa,0,2,0,0,0,0
isixhosa_2_00200,Kuqhambuke umbhodamo kuN6 eMpuma Koloni ngenxa yoqhankqalazo | EC Indab,2,0,0,0,0,0
isixhosa_2_00201,AbakwaEskom abafuni rontawuli kwaGodongwana,0,0,0,0,0,0
isixhosa_2_00202,UMphathiswa: ‘Kunzima nowubiza lo msunu’,0,0,0,2,0,0
isixhosa_2_00203,UNkohla ulala ngengubo enye neqela elitsha lezopolitiko,0,0,0,0,0,0
isixhosa_2_00204,Mazihlawulwe imali elinganayo iingcibi zabakhwetha,0,0,0,0,0,0
isixhosa_2_00205,IChippa United iya emfazweni enzima ePolokwane,0,0,0,0,0,0
isixhosa_2_00206,"Imnqunqe okwebhokhwe umlingane wayo, indoda eligosa lezoluleko eMonti | EC Indab",2,0,0,0,0,0
isixhosa_2_00207,Indoda iloba amabhinqa kwezesondo,2,0,0,0,0,0
isixhosa_2_00208,Igintsa laseMthatha libethwe sisazela,2,0,0,0,0,0
isixhosa_2_00209,Ubungozi obenziwa zizithambisi zokhanyiso-lusu,0,0,2,0,0,0
isixhosa_2_00210,Konakele ngenxa yokuyekelela kweeNkosi!,3,0,0,0,0,0
isixhosa_2_00211,Baphumelele iMatriki kodwa nkqi iziqinisekiso,3,0,0,0,0,0
isixhosa_2_00212,"‘Cimani loo TV, sihamba nayo’",0,0,0,0,0,0
isixhosa_2_00213,Libanjelwe isatifikethi sikaGrade 12 somgunyathi iGosa lezeMpilo,0,0,0,0,2,0
isixhosa_2_00214,UMapisa-Nqakula kulindeleke ukuba azinikezele emapoliseni,0,0,0,0,0,0
isixhosa_2_00215,Utshintsho lweengqondo kwimibutho yepolitiki,0,0,0,0,0,0
isixhosa_2_00216,AmaMpondo aguqukela kwinkolo yobuSilamsi,0,0,0,0,0,0
isixhosa_2_00217,Bafuna umbane kwiMbizana yonke,0,0,0,0,0,0
isixhosa_2_00218,"Manyala wani la, wokudlwengulisa iigusha ngabantwana? | EC Indab",0,0,0,0,0,3
isixhosa_2_00219,Iingxaki zesebe lezemfundo zichan’ abafundi,3,0,0,0,0,0
isixhosa_2_00220,Uphele tu umzi wendoda yaseDutywa nguthikoloshe,3,0,0,0,2,0
isixhosa_2_00221,Uza kunqaba umbona kwihlabathi,0,0,0,0,0,0
isixhosa_2_00222,UZidane akaqinisekanga ngekamva lakhe,1,0,1,0,0,0
isixhosa_2_00223,"Kuduke abatshana, wabanjwa umalume!",2,0,0,0,2,0
isixhosa_2_00224,Wabethwa ngootitshala bembiza ixoki,3,0,0,0,0,0
isixhosa_2_00225,Inkosikazi ebixokile ikhululwe ngebheyile,0,0,0,0,0,0
isixhosa_2_00226,‘Ubusazi na umzobo uphilisa umphefumlo?’,0,2,0,0,0,0
isixhosa_2_00227,Ababulali mababulawe nabo xa besixutha ubomi bomtu. | EC Indab,0,0,0,3,0,0
isixhosa_2_00228,Akavumanga nemifanekiso ‘amagqwirha’ aseGwadana,0,0,0,0,2,0
isixhosa_2_00229,Awakabhaqwa amabanjwa aqhweshe KwaBhaca,0,0,0,0,0,0
isixhosa_2_00230,Abazali bagxothe inqununu etyholwa ngesincwaso,2,0,0,0,0,0
isixhosa_2_00231,Kubiwa amatye wamangcwaba eMthatha,0,0,0,0,0,0
isixhosa_2_00232,Bacaphukile lixhego elidlwengula amakhwenkwe kummandla waseCala,0,0,0,3,0,0
isixhosa_2_00233,Uqhanqalazo luthintela ezinye izikhululo zobhaliso eMpuma Koloni ekuvuleni | EC Indab,2,0,0,0,0,0
isixhosa_2_00234,Awekho amagumbi okufundela eTyelimhlophe,3,0,0,0,0,0
isixhosa_2_00235,Abanjwe ngentseni eCentral amadoda asolwa ngokuxhwila isithuthi | EC Indab,0,0,0,0,2,0
isixhosa_2_00236,Bayoyika emva kokukhululwa kukaLindile ejele,0,0,3,0,0,0
isixhosa_2_00237,‘Ithengiselwe igrigamba indlu yam’,0,0,0,3,0,0
isixhosa_3_00001,Wadlwengulelwa umntwana kwisikolo sabakhubazekileyo,3,0,0,0,0,0
isixhosa_3_00003,Kubanjwe abayi-533 eMpuma Koloni!,0,0,0,0,2,0
isixhosa_3_00012,"Indoda libhubesi, yingcongolo phezu koThukela!",0,0,0,0,0,0
isixhosa_3_00022,UMndende Lixoki Nje Elidinga Into Yokwenza,0,0,0,2,0,0
isixhosa_3_00028,I-AIP ifuna kuxhaswe amaphephandaba asekuhlaleni,0,2,0,0,0,0
isixhosa_3_00031,Kubanjwe abemi bangaphandle ngezenzo zobuqhophololo!,0,0,0,0,0,0
isixhosa_3_00065,Zigwetyiwe izigelekeqe ezaqhekeza eMbizana,0,3,0,0,0,0
isixhosa_3_00067,Inkulumbuso igxale emswaneni ikuyokuxhasa abo bonakalelweyo izolo. | EC Indab,0,2,0,0,0,0
isixhosa_3_00069,Libuye lisindwa ziimbasa iqela leKarati,0,3,0,0,0,0
isixhosa_3_00071,Kusungulwe iphulo lokuphuhlisa ulimo,0,3,0,0,0,0
isixhosa_3_00074,Alizokuvulwa ityala lusapho lomntwana obebethwe wabokoboko ekhutshwa amadimoni eTsomo!,0,0,0,0,2,0
isixhosa_3_00076,Igatyana laseGcuwa likwiLive Amp ngokuhlwanje,0,2,0,0,0,0
isixhosa_3_00077,Isindile ezembeni iSwallows konwaba uMusa Nyatama!,0,2,0,0,0,0
isixhosa_3_00078,Unxunguphalo kubhubha uOntlametse Phalatse,3,0,0,0,0,0
isixhosa_3_00079,Ulonwabo ngethuba kuntlithwana eMonti,0,2,0,0,0,0
isixhosa_3_00082,Bazuza uncedo kwiKupelo Foundation,0,2,0,0,0,0
isixhosa_3_00083,Lilahlekelwe ilizwe loMzantsi Afrika........,2,0,0,0,0,0
isixhosa_3_00084,"‘Wonde ngam uceba, endibetha’",3,0,0,0,0,0
isixhosa_3_00085,Abanikazi be-Enyobeni Tavern bahlawuliswe i,0,0,0,0,0,0
isixhosa_3_00086,"Shiyeka 2016, samkela u2017",0,2,0,0,0,0
isixhosa_3_00087,IValentines Day iza nomculo oncamis' umxhelo eMonti!,0,2,0,0,0,0
isixhosa_3_00091,Igosa elitsha kwiSebe lezeMfundo,0,2,0,0,0,0
isixhosa_3_00092,UNomeva uyokuzama ubom obutsha,0,1,0,0,0,0
isixhosa_3_00093,Kubhubhe umfundi kwingozi yemoto,3,0,0,0,0,0
isixhosa_3_00094,Ziphaphatheke ngumoya iintente ze-IEC,1,0,0,0,0,0
isixhosa_3_00095,Isebe leZemidlalo lizibophelele kwakhona kwiEC Rugby Super 14,0,2,0,0,0,0
isixhosa_3_00097,Bagwetyiwe abahlasela iintatheli zeSABC,0,0,0,0,0,0
isixhosa_3_00098,Itshe nqunqe ibhasi yaseNgcobo,3,0,0,0,0,0
isixhosa_3_00099,Inxaxheba yezolimo kwizimali eZimbabwe,0,0,0,0,0,0
isixhosa_3_00100,Nqevu: ‘Igqirha alaziwa kowalo’,0,0,0,0,0,0
isixhosa_3_00101,Basabhadla ejele ababulala umakoti waseNgqushwa!,2,0,0,0,0,0
isixhosa_3_00102,INgangolwandle ibuyisa udumo lwangaphambili,0,2,0,0,0,0
isixhosa_3_00103,Akusehli buthongo kodukelwe yintombi yakhe!,3,0,0,0,0,0
isixhosa_3_00105,Isichotho sonakalisile e-Alfred Nzo,2,0,0,0,0,0
isixhosa_3_00106,Usodolophu waseMalahleni kutyelelo eBelgium,0,0,0,0,0,0
isixhosa_3_00107,Bazakohlwaywa abophula imithetho yolwaluko,0,0,0,0,0,0
isixhosa_3_00108,UMbatyothi ubhubha ekwiphulo lokusindisa abantu kwiCovid-19,3,0,0,0,0,0
isixhosa_3_00109,Umbulali kaHani ubhubhe nenyani,0,0,0,0,0,0
isixhosa_3_00110,Ubomi ejele ngokubulala ummi waseTopiya,2,0,0,0,0,0
isixhosa_3_00111,Andile Mekeni: Ubom bam baguqulwa nguSpur,0,3,0,0,0,0
isixhosa_3_00112,UGiovanni Solinas uza kuvavanywa kumdlalo weShell Helix Cup,0,0,0,0,0,0
isixhosa_3_00114,UBenni ubeke ithemba lakhe kuTeko,0,0,0,0,0,0
isixhosa_3_00115,"IKings yongamele iWaratahs, eSydney!",0,2,0,0,0,0
isixhosa_3_00116,IFort Hare inoxanduva lokuphuhlisa isiXhosa,0,0,0,0,0,0
isixhosa_3_00117,Kudutyulwe kwabulawa indoda kwisityholo esirhanelwa ukuba sinxulumene neqela lemigulukudu kwindawo yaseGqeberha | EC Indab,3,0,0,0,0,0
isixhosa_3_00118,SIVELILE ENKUNDLENI NAMHLANJE ISIBINI ESINCUMA KUNYE NGETYALA LOKUBULALA | EC Indab,1,0,0,0,0,0
isixhosa_3_00120,Usapho luntunyekwe ngomlilo labhubha!,3,0,0,0,0,0
isixhosa_3_00121,Leliphi eliza kuphumelela iCarling Knockout?,0,0,0,0,0,0
isixhosa_3_00122,Uzakungcwatywa ngoMgqibelo uNkosi Mangosuthu Buthelezi,2,0,0,0,0,0
isixhosa_3_00123,Isikolo saseGcuwa siphiwe ibala elitsha nguMultiChoice!,0,3,0,0,0,0
isixhosa_3_00124,Angaphaya kwamakhulu amahlanu amantombazana athe azala engaphantsi kweminyaka eli 14 eMpuma Koloni | EC Indab,3,0,0,0,2,0
isixhosa_3_00127,Kudutyulwe indoda (74) ngethuba kuphangwa kwiFama yaseGwatyu | EC Indab,2,0,0,0,0,0
isixhosa_3_00128,Inxanelwe ubulungisa intombazana eyabethwa emthonjeni,2,0,0,0,0,0
isixhosa_3_00133,Intlungu yokuxhatshazwa emva kokubhujelwa ngumyeni,3,0,0,0,0,0
isixhosa_3_00134,Umlilo utshabalalise amatyotyombe aseKhayelitsha,3,0,0,0,0,0
isixhosa_3_00136,"Ithath’ indebe iAustralia, bashiyeka bengqukrulela aboMzantsi Afrika!",1,0,0,0,0,0
isixhosa_3_00137,‘Siyabulela Unilever ngezipho kuMvezo’,0,2,0,0,0,0
isixhosa_3_00138,Uphulukene nemali ethenjiswa umsebenzi womgunyathi esibhedlele,2,0,0,0,0,0
isixhosa_3_00142,Asikakhululeki gqibelele umhlaba ungekabuyi!,0,0,0,2,0,0
isixhosa_3_00143,Isikhuni esivuthayo sibuya ngomkhwezeli. | EC Indab,0,0,0,0,0,0
isixhosa_3_00144,Libhubhile ipolisa elidutyulwe ngunqevu obhubhileyo,3,0,0,0,0,0
isixhosa_3_00145,Kubanjwe abafundi abali-12 kwiYunivesithi iRhodes namhlanje,0,0,0,0,0,0
isixhosa_3_00146,Ibandla laseMthini linceda iinkedama,0,2,0,0,0,0
isixhosa_3_00147,"Wathint’ abafazi, wathint’ imbokodo",0,0,0,2,0,0
isixhosa_3_00148,UDavid Notoane ugcotyiswe kukuphumelela kwaBafana Bafana,0,2,0,0,0,0
isixhosa_3_00149,"IKings izakubuyisa isixhiba kwiSharks, eBhayi",0,0,0,0,0,0
isixhosa_3_00150,Umphathi ubaleka nemali yabasebenzi,1,0,0,0,0,0
isixhosa_3_00151,IRhabe yamkela abathandana besisini esinye,0,2,0,0,0,0
isixhosa_3_00152,Isebugxwayibeni indlu kaDDT Jabavu,2,0,0,0,0,0
isixhosa_3_00153,Ibanjiwe inkosikazi ehlabe ngomlomo webhotile obencuma naye!,0,0,0,0,0,0
isixhosa_3_00154,Ufuna ilungu lobudoda lomntwana wakhe,2,0,0,0,0,0
isixhosa_3_00155,Uzakuvela kwinkundla kaMantyi yaseGreat Brak owasetyhini osolwa ngokuhlaba umtwana oneminyaka emine(4) ubudala | EC Indab,3,0,0,0,0,0
isixhosa_3_00156,Ityendyana laseMthatha lifungiswe njengegqwetha leNkundla ePhakamileyo,0,0,0,0,0,0
isixhosa_3_00157,Mayiphuhlise izakhono kulutsha iNYDA,0,0,0,0,0,0
isixhosa_3_00158,Inkosikazi iyagcuma ziintlungu zesilondakazi,3,0,0,0,0,0
isixhosa_3_00159,"Ijinja iyalinywa, ayithengwa mfama",0,0,0,0,0,0
isixhosa_3_00160,Ulutsha luxakathiswe ngezakhono zoshishino,0,2,0,0,0,0
isixhosa_3_00161,UXolisa usondeza iinkonzo zempilo eluntwini,0,2,0,0,0,0
isixhosa_3_00162,Umama ebesindisa intombi yakhe baphela bebhubha bobabini kumlilo,3,0,0,0,0,0
isixhosa_3_00163,IYUNITHI YASE MAKHANDA YEK9 IBAMBE UMRHANELWA KWAYE YATHIMBA NE ABALONE | EC Indab,0,0,0,0,0,0
isixhosa_3_00164,"Kudutyulwe kwabulawa umrhanelwa omnye, kwangxwelerheka abathathu eGqeberha. | EC Indab",2,0,0,0,0,0
isixhosa_3_00165,UNgozi ugwetywe ubomi ngokubulala idindala,2,0,0,0,0,0
isixhosa_3_00166,Babanjiwe amadoda asixhenxe arhanelwa ngokuba imfuyo eMthatha,0,0,0,0,0,0
isixhosa_3_00167,Obedlala kwiPSL ukwinyathelo lomswenko,0,1,0,0,0,0
isixhosa_3_00168,IMpuma Koloni ifumene inyhweba yokusingatha itumente yehlabathi yeqakamba!,0,3,0,0,0,0
isixhosa_3_00169,Utyholwa ngokulenca ilungu langasese lomntwana,2,0,0,0,2,0
isixhosa_3_00170,I-Lesotho iguzulwe kwityathanga lamazwe e-SADC,1,0,0,0,0,0
isixhosa_3_00171,Owenkolo kaNtu ungcwatywe isiKrestu!,0,0,0,0,3,0
isixhosa_3_00172,Kudutyulwe kwabulawa oonoteksi abathathu eSajonisi | EC Indab,3,0,0,0,0,0
isixhosa_3_00173,Abarhanelwa abathathu babanjwe ngezityholo zokubulala ipolisa,3,0,0,0,0,0
isixhosa_3_00174,Kubanjwe abarhanelwa ngokubulawa kwepolisa,2,0,0,0,0,0
