text_id,text,Joy,Surprise,Sadness,Anger,Fear,Disgust
darija_1_00327,لأول مرة.. السماح بملابس داخلية ديال لعيالات ف الجيش السويسري!,0,3,0,0,0,0
darija_1_00328,الكفار افلامهم احسن بكثير من افلامكم الوسخة وتطلبون دعم وزارة الثقافة من العدالة و التنمية (الإسلامي) لبث المزيد من السموم في مجتمع اصلا مريض.',0,0,0,0,0,2
darija_1_00329,وعكة صحية تلم بعميد الأسود المهي بنعطية,0,0,2,0,0,0
darija_1_00330,برلماني عن الدائرة الانتخابية سطات روشيرشي ولوسخ عندو كثير,0,0,0,0,0,1
darija_1_00331,dkhlo hna chufo chnu tari,0,1,0,0,0,0
darija_1_00332,ها بشحال تحكم على العصابة الدولية اللي هربات أطنان ديال الكوكايين من أمريكا اللاتينية للمغرب,0,1,0,0,1,0
darija_1_00333,فيديو ديال خليجي مقصر مع مغربيات في البحر منوضها في الفايس,0,0,0,0,0,2
darija_1_00334,المكتب الوطني للفوسفاط متهم بقتل الزرع والضرع بجماعة أيت حمو ومستشار الملك الهمة يدخل على الخط,0,2,2,0,0,0
darija_1_00335,@user hahahahhahah nissan ach ban lik f omar lotfi ma3bdi manssalou jab sarout dek nhar li d7akna 3la chawki,2,0,0,0,0,0
darija_1_00336,تصيور بنات عريانات صحة وابتزازهم صيفط 11 للبنيقة بينهم 8 ديال العيالات فمكانس,0,0,0,0,2,3
darija_1_00337,جورنالات بْلادي. انفلات لبؤرتين من سيرك بالسعيدية يزرع الرعب وسط السكان وإفلات عنصر من الدراجين بالبيضاء من الموت بعدما جرته سيارة وموسم ساخن في بيت القضاة وتأديب 14 قاضيا,0,0,0,0,3,0
darija_1_00338,دونالد ترامب بحالو بحال بنكيران. حارباتو الدولة العميقة وكلشي كان ضدو ولكن الشعب اختارو,0,0,0,0,0,0
darija_1_00339,بالصورة. توشاك هنأ الوداد و الناصيري و ها باش طالبهم,2,0,0,0,0,0
darija_1_00340,وربي يسعدك وينورك ياأغلی إنسان عزيز علی قلبي ويخليلك ويعيشلك الوالدين ديالك يانور عنيا أنت الكبدة وأنت العمر وأنا نحبك كثر وكثر',3,0,0,0,0,0
darija_1_00341,#كفى_من_العبث',0,0,0,1,0,0
darija_1_00342,أصدق سياسي مغربي مر على الحكومات المتعاقبة ..',1,0,0,0,0,0
darija_1_00343,قتل صديقه في جلسة خمرية بالبيضاء وأوقف داخل حافلة متوجهة نحو خريبكة,0,2,3,0,0,0
darija_1_00344,المغرب يدعو المجتمع الدولي إلى التدخل العاجل لحماية تراث مالي,0,0,0,0,0,0
darija_1_00345,الأغلبية الحكومية: ها التفاصيل كولها ديال الاجتماع اللّي درنا,0,0,0,0,0,0
darija_1_00346,ممتاز:لو لم يكن للبطاطس شأنا لما خلق لها مركزا دوليا في البيرو و هو (بنك البطاطس) ',0,2,0,0,0,0
darija_1_00347,جوج دالمغاربة طحنهوم تران فإيطاليا فظروف غامضة,0,0,3,0,0,0
darija_1_00348,نيجليك خصم الرجاء فالعصبة دار خطوة مهمة باش يربح الخضرا فالنيجر,0,0,0,0,0,0
darija_1_00349,نجم المنتخب الإنجليزي روني يعلن اعتزاله اللعب دوليا بعد مونديال 2018,0,0,0,0,0,0
darija_1_00350,الصوت الجميل',2,0,0,0,0,0
darija_1_00351,بعد إدانة طبيب منتخب ميريكان بالتحرش و الاعتداء الجنسي.. بطلات الجومباز الألمانيات لبسو لباس جديد لأول مرة,0,0,0,0,0,3
darija_1_00352,La petite princesse @user bghat tgolikom chi 7aja nsam3o liha alors ;) #FVX #JVTK… https://t.co/0Rl5j9KhKQ,0,0,0,0,0,0
darija_1_00353,قاصر غراق فواد “غيس” ضواحي الحسيمة,0,0,3,0,0,0
darija_1_00354,ارتفاع عدد قتلى الهجوم على فندق في مدينة سوسة التونسية إلى 19 (صور),0,0,3,0,2,0
darija_1_00355,سعد لمجرد حزين بسبب وفاة صديقه,0,0,2,0,0,0
darija_1_00356,@user @user Ra2is gal lk kayn l9lawi n3am asidi,0,0,0,2,0,2
darija_1_00357,إفريقية غرقات الرباط بالماحيا.. وها فين كانت دايرة المعمل السري ديالها,0,2,0,0,1,0
darija_1_00358,الحرية_لمعتقلي_الثلاثاء_الأسود',0,0,0,0,0,0
darija_1_00359,الى دعاة تجني الفتنة ، أليس هذه قمة التحضر ،مظاهرة بالحسيمة بنظام و انتظام [[positiveHOTO]],2,0,0,0,0,0
darija_1_00360,ma 3endnach la tv li t9der dirha mni kant la3ba zamalek tma m3aha nit nile ne9lat lmatch,0,0,0,0,0,0
darija_1_00361,الشعباني: ما شي ساهل تربح الرجا ف دونور,0,0,0,0,0,0
darija_1_00362,wa machi kolchi f de9a waa3,0,0,0,1,0,0
darija_1_00363,dik sa9a hdri m3ha rah ghadi ykono bzzaf la79ach starac taytab3oh hna bzzaf,0,0,0,0,0,0
darija_1_00364,هده هي اللعبة السياسية القدرة ،,0,0,1,2,0,0
darija_1_00365,مخطط إرهابي لضرب المغرب جوا.. داعش تدرب ربابنة انتحاريين,0,0,0,0,3,0
darija_1_00366,ترح و ترجع بالسلام ياحبيبي',2,0,0,0,0,0
darija_1_00367,هادا مشى بعيد فحقارتو. أرناكور بغا 2000 درهم كل سيمانة من شاب اغتصبو بالعنف,0,0,0,3,0,2
darija_1_00368,Ma kat kadroch nas li 3endhom l Maharat 😑😢,0,0,0,0,0,0
darija_1_00369,هل إنتهت علاقة جاد المالح وشارلوت؟. إنفصال غير معلن يضع حدا للعلاقة المتوترة بين الكوميدي المغربي وأميرة موناكو,0,0,1,0,0,0
darija_1_00370,عيد مبارك سعيد على جميع الأمة الاسلامية #الله_ينصر_سيدنا #saadlamjarred1',3,0,0,0,0,0
darija_1_00371,emten yiji nhar w ta3mlo show bl maghrib plz,0,0,0,0,0,0
darija_1_00372,ها شحال من محابسي نجح فالباك,2,0,0,0,0,0
darija_1_00373,القرطاس محيح فاولاد التايمة. الرواية البوليسية: ضربنا القرطاس باش نقدو حياة بنادم,0,2,0,0,0,0
darija_1_00374,جنيل اوى اوى وحكم حلوة والله',1,0,0,0,0,0
darija_1_00375,كلنا مغاربة مع الشهيد محسن فكري وكلنا مغاربة ضد اشعال نار الطائفية وايقاض الفتنة,0,0,0,0,0,0
darija_1_00376,4 ملايير تنبعث من قبر حامل مقتولة,0,2,2,0,0,0
darija_1_00377,بالبوكس.. أقوى درية فالعالم طيحات شجرة على كَدها! – فيديو,0,3,0,0,0,0
darija_1_00378,صورة. ها الجيش العرمرم من رجال الأمن اللي سخرتهم الداخلية لمنع اعتصام الأساتذة المتدربين بتازة,0,0,0,0,0,0
darija_1_00379,اوا صافي بقانى غير شطاح اورينا فسياسة شتي فين تلات بيكوم المغاربة والله انعل قيمتكم.او فاك,0,0,0,3,0,0
darija_1_00380,شد حبل بين الماص وثلاثة من لاعبيه,0,0,0,0,0,0
darija_1_00381,ها علاش الاتحاد الدستوري غادي يبقى فالحكومة واخا يتيريو فساجيد وفولد فردوس,0,0,0,0,0,0
darija_1_00382,عاجل.. سالا الكلام: عمدة الرباط داتها اسماء اغلالو والاجتماع فدارها باقي مسالاش بحضور الطالبي وأوزين وها كيفاش كولشي تحسم,2,0,0,0,0,0
darija_1_00383,kif ghannit ana hilwa w 3arfa hali👧👧 raphael htérém halak🙅🙅 anji n3tik jouj tsrfi9ate 😂😂,1,0,0,1,0,0
darija_1_00384,walakin lamap kaykoun dima m3tlin,0,0,0,0,0,0
darija_1_00385,من أشهر اليخوت فالعالم.. إسبانيا صادرات باطو ديال روسي مقرب من بوتين,0,2,0,0,0,0
darija_1_00386,اول فنان مغربي يصل ل خمسة ملايين متابعة على انستغرام',2,1,0,0,0,0
darija_1_00387,الاغنية اللي كتجمع سعد المجرد ومحمد رمضان صافي تسجلات وهاوقتاش غاتخرج – فيديو,0,0,0,0,0,0
darija_1_00388,قنات يهودية تريد ان تعلمنا سياسة التقشف تاع اليهود فماذا تنتضرون منها ان تعطيكم دروس في الدين مثلا!.,0,0,0,3,0,0
darija_1_00389,"ضربات الدبلوماسية المغربية دارت زلزال فعدد من مناصب المسؤولية فالدزاير.. جراو على 16 مسؤول فالخارجية ولونصاو حركة تعيينات جديدة,",0,2,0,0,0,0
darija_1_00390,انتحار رجل أعمال معروف فمكناس,0,0,2,0,0,0
darija_1_00391,انسان من كلمة تعرفة وش صادق وﻻ كداب  بنكيران كيبن لي صادق يتكلم بدون مراوغة,0,0,0,0,0,0
darija_1_00392,"المحكمة الإدارية ففاس دخلات قضية إقالة رئيس شعبة القانون العام للمداولة,",0,0,0,0,0,0
darija_1_00393,خطير. اعتداء مسلح على طبيب وفاعلة جمعوية في زمن كورونا بميدلت,0,0,0,0,3,0
darija_1_00394,اليوم الاثنين تنطلق محاكمة عشريني مغربي بإسبانيا بتهمة التمجيد بالارهاب بعدما نشر فيديوهات لصالح تنظيم القاعدة تحت إسم الملا عمر,0,1,1,0,0,0
darija_1_00395,الاستقلال يفوز برئاسة بلدية زايو ويزيد ست سنوات أخرى فوق الاربعين سنة التي حكم بها الجماعة,1,0,0,0,0,0
darija_1_00396,المغرب،دولة متخلفة بكل،المقاييس.زعما الدولة مسكينة عندها الكريدي،بزاف.ولكن اين هي،الثروة بطبيعة الحال،موجودة في،بنوك سويسرا,0,0,0,2,0,0
darija_1_00397,waw wawa waw lwa3ra 7iha f lakharrr tstahl tastahl,0,2,0,0,0,0
darija_1_00398,ربي يحفظك ان شاء الله',3,0,0,0,0,0
darija_1_00399,الخلفي حول إعفاء افيلال لـ”كود”: العثماني له رغبة كبيرة في صيانة وتدعيم الأغلبية وحريص على العلاقات الجيدة مع التقدم والاشتراكية,0,0,0,0,0,0
darija_1_00400,ناس جرادة عاجبهم الحال خاص غا التنفيذ التعهدات الرسمية,2,0,0,0,0,0
darija_1_00401,نشرة كورونا نصف الشهرية بينات انخفاض فالإصابات ومعدل توالد الحالات.. لكنو نسبة الموت والناس اللي فحالة صعيبة مازال طالعة,0,0,0,0,2,0
darija_1_00402,#من #الحسيمة ..#الرجال [[positiveHOTO]],0,0,0,0,0,0
darija_1_00403,مجلس حكومي غدا غايتدارس مشروع قانون المالية لـ2021,0,0,0,0,0,0
darija_1_00404,Youssef Hawari شكرا لك أخي الكريم و لأمثالك من المغاربة الأحرار تحياتي,2,0,0,0,0,0
darija_1_00405,"النيابة العامة وحربها على ملفات الفساد.. الوكيل العام فمراكش حرك ضوصي جماعة “بيكَودين” نواحي تارودانت اللي مشتبه بللي فيها اختلالات مالية وقانونية,",0,0,0,0,0,0
darija_1_00406,شوف أخويا وخا بنكيران قال هديك الهدرة أولا اعتادر ثانيا إذا ما خيرت ما بين أمور كلها سوأ إلا وأخترت أيسرهم و بنكيران أيسرهم إوا دوق المعني أخويا,0,0,0,0,0,0
darija_1_00407,تحية خااصة من فاس الى أبناء الحسيمة وكلنا محسن فكري والعفة كاتجي من الرجال,2,0,0,0,0,0
darija_1_00408,الجدارمية قرقبو على شبكة ديال الدعارة فغفساي ولقا عوازل طبية وحبوب لمنع الحمل وشدُّو 3 ديال المومسات ومتهم آخر هرب,0,0,0,0,1,0
darija_1_00409,روعه ياعاشق ',2,0,0,0,0,0
darija_1_00410,شلل تام يضرب مختلف المحاكم الأسبوع المقبل,0,2,0,0,0,0
darija_1_00411,لقاو جثة سيدة فدارها بالعيون عاطية الريحة ديالها,0,0,2,0,0,0
darija_1_00412,المغرب حطم الروكور فعدد الإصابات الجديدة بكورونا اليوم: 570 تصابو و228 تشافاو و7 ماتو.. الطوطال: 18834 مصاب و16100 متعافي و299 متوفي .. و2435 كيتعالجو,0,2,3,0,0,0
darija_1_00413,،استغرب لهاذ السياسية خصوصا و ان شبابنا يعاني من البطالة و الفقر ',0,2,0,0,0,0
darija_1_00414,@user mouchkila m3a mousamima 9raw mazyan hh siri wasiw 5nouzatkoum maskina katbhdal fikoum wt3ayar bladha wtbhdal fiha braka 3likoum h,0,0,0,0,0,0
darija_1_00415,"المعارضة فالبرلمان بغات وزير الفلاحة يجاوب كيفاش بلادنا تعاملات مع الحرب الروسية الاوكرانية لي كتهدد الأمن الغدائي للمغاربة بسبب القمح,",0,0,0,0,0,0
darija_1_00416,بغض النظر عن العنصرية الموجهة,0,0,0,0,0,1
darija_1_00417,@user hhhhhhhh chamtatna hhhhhhh 3o9balil follow katastahlo ana bghit ghir RT wala VR,2,0,0,0,0,0
darija_1_00418,3andi 4ir sawlt 9aloli momkin nsawt bnfs l2imayl fga3 lfi2at sa3a mara kayt9bl mara la glt ila 3andk chi 7al,0,0,1,0,0,0
darija_1_00419,جورنالات بلادي2. كتاب عامون يتحسسون رؤوسهم والجزائر تعلن حرب التجسس على المغرب وقبلة مدرسية,0,0,0,2,0,0
darija_1_00420,أيلون ماسك منع الخدمة عن بعد للموظفين ديال “تويتر”  وها شنو قاليهم,0,2,0,0,0,0
darija_1_00421,عاجل: انفصاليون مزال مابغاو يحشمو وزادو بالاستفزازات فالمنطقة العازلة (+صور),0,0,0,2,0,0
darija_1_00422,وقفة تضامنية مع ضحايا الأحداث الإرهابية التي شهدتها الدار البيضاء,0,0,3,0,0,0
darija_1_00423,الجو بدا يصفا بين المغرب وموريتانيا. الملك عارض على ولد عبد العزيز فمراكش,2,0,0,0,0,0
darija_1_00424,@user siri a ghita ana bghit lik jenna o yarebi nfrhouha o tbki blfrha nhar jm3a #hananeelkhader #staracarabia,3,0,0,0,0,0
darija_1_00425,@user hhhhhhhhh ya sahbi kayen ghi charfat f had domaine titiz sghir walo :v,1,0,0,0,0,0
darija_1_00426,مخالط لمصابة بكورونا فالسمارة كيهدد بتفجير بوطا,0,0,1,0,2,0
darija_1_00427,مريم حطمات الرقم القياسي.عندها 40 عام ووالدة 44 دري,0,3,0,0,0,0
darija_1_00428,ma3jbtnich tari9a bach kathdar bagha dir li9a2 omaradyach thdar m3aha 7sn blach,0,0,0,0,0,0
darija_1_00429,عاجل. تأجيل محاكمة الزفزافي وصحابو بسباب رفض المعتقلين الحضور,0,2,0,0,0,0
darija_1_00430,البطل المغربي زكرياء التجارتي ربح النسخة الرابعة للجائزة الدولية الكبرى ديال الملك محمد السادس للكيك بوكسينغ,3,0,0,0,0,0
darija_1_00431,"البوليس فالمحافظة العقارية بعين الشق. التحقيق فتزوير وثائق 6 گطارات,",0,1,0,0,0,0
darija_1_00432,الريسوني ماقادرش يوقف فالمحاكمة وحالتو صعيبة بسباب إضرابو على الماكلة.. والدفاع تقدم مرة اخرى بطلب إطلاق سراحو,0,0,2,0,0,0
darija_1_00433,من هو صاحب القميص الأكثر مبيعاً في العالم.. ميسي أم رونالدو؟ ها هوما اللاعبة اللي احتلوا المراكز الـ10 الأولى عالميا,0,0,0,0,0,0
darija_1_00434,علاش لمغاربة كايمشيو لداعش؟ دراسة نفسية أمريكية لجذور لارهاب و التطرف,0,0,0,0,2,0
darija_1_00435,شفرو جامع فلسطين اللي دشنه الملك محمد السادس الجمعة الفايتة,0,0,0,2,0,0
darija_1_00436,حب من أول نظرة واخا مابقاوش يشوفو مزيان. عجوز فاتت ل100تزوجات راجل صغير عليها ب40 عام,0,2,0,0,0,0
darija_1_00437,@user akid basoma btistahil akta ana mabachba3ch min sotha,2,0,0,0,0,0
darija_1_00438,where are those 😍😍😚 kanchofo ghir 9a3 d tanjra hnaya w 3ad zaydinha benefkha 😒😒😒,0,0,0,0,0,1
darija_1_00439,سفيان أمرابط ربح جائزة فالطاليان,2,0,0,0,0,0
darija_1_00440,منتهى الاستهتار بمؤسسة البرلمان.',0,0,0,0,0,3
darija_1_00441,اختراق نقطة مرورية وس­ط فاس وإصابة ضابط شرط­ة بجروح خطيرة,0,0,2,0,0,0
darija_1_00442,اطلاق سراح قياديين بالرباط والبيضاء بعد توقيفهما والسبب توزيع بيانات مقاطعة الانتخابات,0,2,0,0,0,0
darija_1_00443,7 سنين ديال الحبس لمدير وكالة بنكية تابعة للسياش كان ضرب 860 مليون سنتيم,0,0,0,0,0,0
darija_1_00444,بالفيديو. إنتشال جثة وزير بلجيكي سابق إنتحر صباح اليوم، والاشتباه في إنتحاره بسبب قضية إستغلال جنسي لمغربية,0,0,3,0,0,0
darija_1_00445,@user @user @user @user blamatchokay a 5ti da7ki o 5ali danya d7ak lik nsay 3lik bnadm o ach yktbo,1,0,0,0,0,0
darija_1_00446,مقتل جورج فلويد.. المتظاهرين فميركان خربو شركة ديال بريتني سبيرس وكتبو شعارات ضد العنصرية على الحيوطا,0,0,0,2,0,0
darija_1_00447,كان على بن كيران ان يتقدم لمسباقة كوميديا بدل السياسة لانها واعرة عليه,0,0,0,1,0,0
darija_1_00448,أرفض رفضا مطلقا مشاركة هذا اللاعب ضمن المنتخب المغربي',0,2,0,0,0,0
darija_1_00449,لي دار هاد لمونطاج ولله تا سرو الحبس. كيطنزو على بنادم نية ويضحكو فيهم الشعب بنادم مريض عطاه خاطرو يلوح هادشي أمنيتي شي نهار نطيح فشي صحفي شماتة',0,0,0,3,0,0
darija_1_00450,مقاول تسبب فتجويع عشرات المرضى بالسبيطار ديال خنيفرة,0,0,2,2,0,0
darija_1_00451,😂😂😂 oui zayan boys ola chi haja bhal haka,2,0,0,0,0,0
darija_1_00452,أب بيكيه: شاكيرا هي السبب في اعتزالو كرة القدم,0,0,0,0,0,0
darija_1_00453,حزبي المصباح والكتاب حجبا موقعيهما وأحزاب الوردة والحمامة والميزان يخرقان قانون الانتخابات,0,0,0,1,0,0
darija_1_00454,محامي عتقوه البوليس من يد واحد كان باغي يشرملو بجنوية بآسفي.. تهز للسبيطار لتلقي العلاج,0,0,2,0,3,0
darija_1_00455,السياسة حرب قدرة هي فن بيع الكذب للمواطنين البسطاء الخاسر الاكبر هو التنمبة والتقدم والعيش الكريم ؟,0,0,0,1,0,0
darija_1_00456,عاجل ورسميا. ولد عبد العزيز ما غاديش يترشح لرئاسة موريتاتيا لولاية ثالثة,0,0,0,0,0,0
darija_1_00457,صحاب الحمامات: اواه اواه اواه شفتكم نسيتونا راه ضررنا بزاف,0,2,0,0,0,0
darija_1_00458,دارولو شوهة حقيقية. بالفيديو مواطنون يحاصرون رئيس جماعة بالناظور ويتهمونه بنهب الجماعة قبل أن ينقذه رجال الدرك,0,0,2,0,2,0
darija_1_00459,أول قافلة للنصرة لجماعة العدل والإحسان في اتجاه منزل أمينها العام محمد العبادي بوجدة تضيع طريقها وهذه هي الأسباب,0,0,0,0,0,0
darija_1_00460,الطوارق نوضوها مع شركات مغربية وتونسية,0,0,0,2,0,0
darija_1_00461,"تفاصيل لقاء ممثلي باطرونات سطاسيونات الوقود بالمغرب مع السفارة الامريكية.. وكيفاش وزارة بنعلي هبطات كواريها وتحاورات معهم,",0,2,0,0,0,0
darija_1_00462,اختلاسات مالية تهز مندوبية المياه والغاب­ات وها التفاصيل ديال­ها,0,2,2,0,0,0
darija_1_00463,wa ghire sawtoo manardawch ibtissam tkon hiya 6 min wra tolab akhrin hna mwalfin dima bi sadara,1,0,0,1,0,0
darija_1_00464,أزمة بين فرنسا وموريتانيا بسباب تصاور القوات المسلحة الملكية المغربية فالكركرات‬,0,0,0,2,0,0
darija_1_00465,تبرعات بالملاين لترميم نوتردام باريس.. ومن بين المساهمين “ابل” و توتال” و”لوريال”,0,0,0,0,0,0
darija_1_00466,گـود في خضم الحروب الإيديولوجية الإلكترونية,0,0,0,0,0,0
darija_1_00467,اللهم أنصره يارب العالمين وأحفظ المملكة المغربية من كل المكروه,2,0,0,0,0,0
darija_1_00468,الحكومة على جامع المعتصم: كفاءة كبيرة ودبر ملفات بجدارة واستحقاق ومهنية,0,0,0,0,0,0
darija_1_00469,تيق ولا ما تيقش. أول رجل في العالم يعيش بلا قلب وها كيفاش قدر يعيش + فيديو,0,3,0,0,0,0
darija_1_00470,بالصور. موالين الطاكسيات دايرين الفتنة في كازا عاوتاني..غلقو شارع الجيش الملكي وأججوا احتجاجات مواطنين في منطقة الرحمة والسلطة كتتفرج,0,0,0,0,0,0
darija_1_00471,"قيادة جديدة لـ”البام” فالحي الحسني فكازا,",0,0,0,0,0,0
darija_1_00472,تفاصيل صادمة عن اتهام مدير ثانوية بالتحرش بأزيد من 8 تلميذات داخل المؤسسة التعليمية,0,2,0,0,0,2
darija_1_00473,@user @user chokeran lik hbib lmaghrib,3,0,0,0,0,0
darija_1_00474,"حرب بوليس فاس على البزناسة متواصلة فرمضان.. حجز كميات كبيرة ديال الكيف والحشيش وطابا – تصاور,",0,0,0,0,0,0
darija_1_00475,بعد خسارة رئاسة الحكومة و خسارة الامانة العامة للحزب، نعلن رسميا نهاية مرحلة بن كيران السيئة',2,0,0,0,0,0
darija_1_00476,ميزانية 2023.. التصويت بالإجماع على فرض الضرائب على المعسل ديال الشيشا لي مافيهش التبغ,0,0,0,0,0,0
darija_1_00477,الرابطة المغربية للمواطنة: الشوافرية لمغاربة لعالقين فموريتانيا كيعيشو ظروف مزرية والحكومة خاصها تعاونهم,0,0,3,0,0,0
darija_1_00478,كريم طابو أحد أشهر الوجوه ديال حراك الدزاير خرج من الحبس,0,3,0,0,0,0
darija_1_00479,بوحناك ديال التصرفيق بغى شي وزارة، عطيه ابن كيران وزارة الرياضة على الله ادير السبور,0,0,0,2,0,0
darija_1_00480,هذه المعارضة التي نحتاج,1,0,0,0,0,0
darija_1_00481,hana wallah chrft l maghreb ahssan tachriiif,3,0,0,0,0,0
darija_1_00482,نايضة فتونس على برلماني ميزوجين دار تصريحات كتهاجم حقوق المرأة وحرياتها,0,0,0,3,0,0
darija_1_00483,سكوب. “كود” تكشف حقيقة ما وقع يوم السبت الأسود فدونور وكيف انتفض “الإيغلز” ضد “الغرين بويز” بعد إشارة الراقي,0,0,0,2,0,0
darija_1_00484,تبرك الله عليك مزيد من تألق نشألله  طوب طوب',3,0,0,0,0,0
darija_1_00485,باش تبدى صفحة جديدة ظروف جديدة باش ياخد بوعشرين ومهداوي والزفزافي وصحابو ياخدو عفو وخاص امثال سفيان بحري يختفيو,0,0,0,0,0,0
darija_1_00486,طقوس سحر وشعوذة في مقبرة بالخميسات,0,2,0,0,0,2
darija_1_00487,الشعوب العربية و شعوب شمال إفريقيا لا تريد شريعتكم الهمجية، الشريعة دمرت سوريا والعراق وأفغانستان واليمن وليبيا والجزائر العشرية السوداء ',0,0,0,3,0,0
darija_1_00488,انا كنحبكم شكرا رأيكم يهمني',3,0,0,0,0,0
darija_1_00489,@user hhhhhhhhhhhhhhhhhhhhhhhhhh nari 9taltini ou fakartini bih maskin moul kant khdam,2,0,0,0,0,0
darija_1_00490,أحسنت كلام في منتهى الروعه',2,0,0,0,0,0
darija_1_00491,@user @user @user hna bghinaha bla aghani t9harto daratkom f 3damkom,0,0,0,0,0,0
darija_1_00492,wa ri sokti koun chi ana koun chti hadik charfa dyalma3art ach smit tasiltha bahdloha lah ybahdlhom tba3ab lblaa,0,0,0,2,0,0
darija_1_00493,روح طاحت فسهب الورد بفاس: ها كيفاش صفاها واحد لمشرمل شفر ليه ختو,0,0,1,2,3,0
darija_1_00494,تحية للشريفات المغربيات ',2,0,0,0,0,0
darija_1_00495,أشرف حكيمي 19 السنة فخر المغرب ',2,0,0,0,0,0
darija_1_00496,سرقة الأحذية في المساجد..صورة من داخل مسجد بالبيضاء في رمضان,0,3,0,0,0,0
darija_1_00497,@user @user hhhhhhhhhhhhh mina kharjatha wa3a mn fomha bhala kat3ayet nit 3la chi mina dyalna hhhh,1,0,0,0,0,0
darija_1_00498,البوليس الإسباني فك ريزو مكلف بنقل الحشيش المهرب من المغرب لفرنسا – فيديو,0,1,0,0,0,0
darija_1_00499,khlas kolchi momkin ms f3alam net haja 3adya dnc mchi chi haja kbira hedra oghadoz o l7acharat ghtb9a 7acharat,0,0,0,0,0,0
darija_1_00500,صينية قاومات زرّامْ فأصيلة مني جا يشفّر ليها البورطابل,0,0,0,0,1,0
darija_6_00001,هولندا: هجوم اوتريخت ارهابي والمشتبه فيه مخبع فأحد المباني-فيديو مباشر,0,0,0,0,3,0
darija_6_00002,Sheitana nskrou ana wiyek,0,0,0,0,0,0
darija_6_00003,الأسطورة رونالدو قريب يجي للمغرب لافتتاح لوطيل ديالو بمراكش,0,0,0,0,0,0
darija_6_00004,العملاء برا برا و المغرب أرضي حرة',1,0,0,0,0,0
darija_6_00005,المواطن الفاسد',0,0,0,1,0,0
darija_6_00006,نقص كبير فـ المخزون ديال الدم فـ فاس.. معاناة المرضى تزادت وها شنو قرر مركز تحاقن الدم,0,0,3,0,0,0
darija_6_00007,مول فضيحة إرسال طائرة محملة ب «أشباه الفنانين» إلى الحسيمة يسأل من قبل قضاة جطو. خرجع قطاع السياحة ودار صفقات مشبوهة,0,1,0,0,0,0
darija_6_00008,الحصيلة الوبائية لفيروس كورونا فهاد 24 ساعة: 220 تصابو و247 تشافاو و5 ماتو.. الطوطال: 17962 مصاب و15636 متعافي و285 متوفي .. و2041 كيتعالجو,0,0,2,0,2,0
darija_6_00009,نايضة في مدرسة “الكاك”,0,0,0,1,0,0
darija_6_00010,"مديرية التعليم فبني ملال: الفيديو ديال “القرعة” ماعندوش علاقة بقطاع التربية الوطنية,",0,0,0,0,0,0
darija_6_00011,cho ra2yk b btisam tiskat bbidayat michwarha et merci,0,0,0,0,0,0
darija_6_00012,chno logiciel li katkhedmi bih bghit ta ana ndir tasamim,0,0,0,0,0,0
darija_6_00013,و باز والله مكتحشم.بنكيران كيمص دماء ديالنا.ودا لينا رزقنا. الله ياخد غيه الحق هو واتباعه,0,0,0,3,0,0
darija_6_00014,جمهور أسفي رفض يدخل فصداع الوداد والترجي…اطلب من المحرضين يدخلوا سوق راسهم,0,0,0,2,0,0
darija_6_00015,انتشار السل وسط الأطباء ديال مراكش,0,0,0,0,3,0
darija_6_00016,هاد خياتنا باغيين يفرقوا المغاربة بأي طريقك',0,0,0,2,0,0
darija_6_00017,chi wehdin ybano ghi f chofo m3ana had lmo9abala min jito jito beda 3awno m3a f teswiit wela tedkhlo ghi 3la hsab lmeslaha,0,0,0,2,0,0
darija_6_00018,لوجه لاخر لقضية هاجر الريسوني. مندبة عند العائلات المخزنية بسباب ولدهم اللي تضرب بعامين,0,0,2,0,0,0
darija_6_00019,اللي لا لفيته رحب بك وهل ',0,0,0,0,0,0
darija_6_00020,@user @user @user @user @user @user sokti ya bnt franciss fin kat3rfi chi tarikh,0,0,0,2,0,0
darija_6_00021,نعم أنا مغربي حر في بلد حر وملكي محمد السادس نصره لله.',2,0,0,0,0,0
darija_6_00022,فضيحة الطبيب الامريكي لي غتاصب 140 قاصر بينهم بطلات امريكيات في الاولمبيات تعود للواجهة,0,0,2,0,2,2
darija_6_00023,#لا_لقمع_الأطر',0,0,0,2,0,0
darija_6_00024,ها علاش الصحافي عمر الراضي غدا عند الفرقة الوطنية. الوكيل العام: القضية عندها علاقة حول اشتباه تورطو فالحصول على تمويلات من برا عندها علاقة بعمل استخباراتي,0,0,0,0,0,0
darija_6_00025,nnn rah casa machi rabat,0,0,0,0,0,0
darija_6_00026,"@user mli ghadi itfarcho papa j veux 100dh, mais send nudes d'abord",0,0,0,0,0,1
darija_6_00027,مجلس جماعة فاس صادق بالأغلبية على مشروع النظام الداخلي وشباط جا روطار لهاد الدورة الاستثنائية ومراتو فاطمة طارق غابت – فيديو,0,0,0,0,0,0
darija_6_00028,البام اول فريق برلماني يفكر في قانون ينظم زراعة الكيف,0,0,0,0,0,0
darija_6_00029,"منظمات حقوقية اسبانية راسلات أمين المظالم وفرشات الشونطاج اللي كتدير الداخلية ديالهم مع الحراگة المغاربة والجزائريين فمركز الخزيرات,",0,0,0,0,0,0
darija_6_00030,"فحملة بتنسيق مع “الديستي”.. الفرقة الوطنية طيحات ريزو متورط فإطلاق النار فتصفية حسابات بين بزناسة – تصاور,",0,0,0,0,2,0
