text_id,text,Disgust,Fear,Joy,Sadness,Surprise,Anger
pidgin_6_00207,na wetin dey make me jam ict with agriculture be that o im not proud of it please retweet my pinned tweet,0,0,0,1,0,0
pidgin_6_00208,ssgabeg hlp me ask hazard say wetin concern agbero with overldoadinfactwho will tell okekewhat a yamayama,2,0,0,0,0,0
pidgin_6_00209,same thing ona today complete my days odem no reverse my money,2,0,0,2,0,0
pidgin_6_00210,omo you don dey old oh,0,0,0,0,2,0
pidgin_6_00211,e no get wetin person no go see for dis app,2,0,0,0,1,0
pidgin_6_00212,lmao omo mine no dey gree for japa till tomorrow the guy talk say if he die he go wan come back into naija i don tire,2,0,0,1,1,0
pidgin_6_00213,i think say the part nor go dey edo men proud pass peacock but they are proud in a good way sha laziness the ones wey go wake up early in the morning baff finish dress up like people wey dey go for photoshoot siddon for dormot dey wait for dollar from the abroad,2,0,0,0,0,0
pidgin_6_00214,na love letter go kill ozo biggie don hammer am second strike thankgod mango tree no dey house if not rd strike straight for staying under mango tree let ozo just leave nengi for now,2,0,0,0,0,0
pidgin_6_00215,you wey dem wan date you dey live alone,1,0,0,0,1,0
pidgin_6_00216,i went to bank and they said u cant go inside without a mask then the lady behind me was telling someone elseabeg wen u finish borrow me your own ️,2,0,0,0,2,0
pidgin_6_00217,all these things na dey cause rape,2,0,0,0,0,0
pidgin_6_00218,and abscond some will either steal something from their employees giving you a bad name or will just leave without saying a word you see them and ask them what happened and what you hear is aunty abeg i no fit don that work o how many months i go work before i fit save,2,0,0,1,0,0
pidgin_6_00219,oya oooo make una hold im trouser oooo before we go hear stories that touch,1,0,0,0,0,0
pidgin_6_00220,no dey stress me,1,0,0,0,0,0
pidgin_6_00221,i told yall dat dis fat cheeks thing was not my fault my mum caused it all these itsekiri women with fat chicks mum warri nigeria,0,0,0,2,0,0
pidgin_6_00222,person wey e suppose go im room konk his head,1,0,0,0,0,0
pidgin_6_00223,i dont really care if you follow me to unfollow later because i followed back as far as im concerned thats the dumbest shit you ever pull off las las we go die leave twitter wetin you gain sef ask yourself that question nb i still be following you nevertheless,2,0,0,0,0,0
pidgin_6_00224,calm down nana question e aske no kii person ah ah,2,0,0,0,0,0
pidgin_6_00225,early morning dem don jam me,2,0,0,0,1,0
pidgin_6_00226,but wetin una dey ever give man sef tueh,2,0,0,0,0,0
pidgin_6_00227,yes na oh pap is not ordinary abeg a girl dat cant prepare ordinary papsigh,2,0,0,0,0,0
pidgin_6_00228,asin ehh dey suppose just dey there house than to come collect,2,0,0,0,0,0
pidgin_6_00229,them don book your babe for valentine and you dey plan to buy couples polo youre a mumu man na only you go wear the polo you never see anything ‍️,2,0,0,0,0,0
pidgin_6_00230,armed robber breaks in rd class student hides under the bed armed robber rd c s armed robber rd c s armed robber na only school person fit use make am rd c s na lie many of our leaders no go school armed robber,0,0,0,1,1,0
pidgin_6_00231,its ginger tonic hahahahana girls dey form that nonsense pass,2,0,0,0,0,0
pidgin_6_00232,you wey dey form kod sniper with the range you go dey hide i dare we go free for all rn,1,0,0,0,0,0
pidgin_6_00233,omo all man with hin own wahala beat like thieves points behind shey shame no dey taya una,2,0,0,0,0,0
pidgin_6_00234,una too dey suck data abeg i no be benefit boy now gb cant even last for a day years dey corner for una,2,0,0,0,0,0
pidgin_6_00235,liverpool na express you dey o,0,2,0,0,0,0
pidgin_6_00236,person wey i dey trash,2,0,0,0,0,0
pidgin_6_00237,me i don know say na wetin go kee u b dat,3,0,0,0,0,0
pidgin_6_00238,just bcos i told u ur car has comprehensive insurance doesnt mean u shud go and jam police officer nau abi wch kain wahala be dis sef na insurance man i be i no be segalink,2,0,0,2,0,0
pidgin_6_00239,hw can service chiefs about of dem leave dere houses for an event dt even the common man knows it was a political event and u are saying dey were not aware who did we offend in dis country why are we being treated like dis,3,0,0,2,0,0
pidgin_6_00240,shey una dey see una mate we cant boast of hrs light in one week over here,2,0,0,0,0,0
pidgin_6_00241,dat even small some elderly ppl will jst come from no where nd blike my son am rushing to church can i please blah blahi will kuku let dem use out of my time b dem use ma destiny play ping pong its annoyning,2,0,0,0,0,2
pidgin_6_00242,dont listen to people telling you not to cast those gay bastards in your dm cast them abeg arrange for how we to beat them cos trust me i go follow do jungle justice on any gay guy i am angry this morning e pain me say i just dey see the whole drama,3,0,0,0,0,3
pidgin_6_00243,make una dey wash us dey go without omo,2,0,0,1,0,0
pidgin_6_00244,someone said landlord carry side chick come house tenant record ham show landlady e don happen,0,0,0,0,2,0
pidgin_6_00245,everywhere don de red,0,0,0,0,0,0
pidgin_6_00246,na whatspp status i should my papa him don dey try nod me and my phone down sef,0,1,0,0,0,0
pidgin_6_00247,some no just sabi put points forward without throwing insults dem go say na bants,3,0,0,0,0,0
pidgin_6_00248,lol i don chop gbese as i dey drive out,0,0,0,2,0,0
pidgin_6_00249,what happened na when i dey commot tv sweet things dey happen,1,0,0,0,1,0
pidgin_6_00250,i hear say wahala don burst na who go there go chook am pin,0,0,0,0,1,0
pidgin_6_00251,lol people wey go drag person buh when you drag them back dem dey shout mental health mental health,2,0,0,0,0,0
pidgin_6_00252,ask for more accountability from your governorgovernment instead of trying to drag ncdc by saying what rubbish your governor failed kano by reopening mosques for prayers amidst clamours of the raving virus wetin dey do una for this bird app sef,3,0,0,0,0,2
pidgin_6_00253,wetin we wan use that thing do ride wey be like old refugee camp,3,0,0,0,1,0
pidgin_6_00254,temmy is a bad friend she legit told me not to wear red contact dt i always look like person wey don dey stone since last year march,0,0,0,2,0,0
pidgin_6_00255,if u have an audience like frodd just throw ur whole show away that day and start all over again d next day cos this kain bad energy no be here,2,0,0,0,0,0
pidgin_6_00256,i swr i hear say na one of abacha children nai fund am money wey e take start o i weaic,0,0,0,0,2,0
pidgin_6_00257,abeg tacha should leave this show e don do,2,0,0,0,0,0
pidgin_6_00258,abeg una too dey ask this question,2,0,0,0,0,0
pidgin_6_00259,dz one that they are deploying dss agents upandan nah real democratic environment dem for dey do dat one not a place like nigeria man,2,2,0,0,0,0
pidgin_6_00260,you dey trigger ptsd too much for person wey get finals to lose by weekend,1,0,0,0,0,0
pidgin_6_00261,this fit jam traffic wey fit cause fight,0,1,0,0,0,0
pidgin_6_00262,so women still do dis nonsensedid he tie rope around the mans neckna whoa oh,2,0,0,0,2,0
pidgin_6_00263,pesin wey de find the pity omo,1,0,0,0,1,0
pidgin_6_00264,if this disease would spare poor people pesin go dey inside house if e no get food to chop,0,0,0,2,0,0
pidgin_6_00265,breeze don dey blow fowl yansh don only reminder egg to run enter cynthia morgan,2,0,0,0,0,0
pidgin_6_00266,where una dey see partner na,0,0,0,0,2,0
pidgin_6_00267,by now i for don dey chevron drive dey enjoy this,0,0,0,1,0,0
pidgin_6_00268,twitterng this street dont use nepa light so is always dark but if they on generator for matter na wahala,1,0,0,0,0,0
pidgin_6_00269,lol icy be really peppering them no wonder they be looking to ship her with anyone lately e remain make them ship her with ninja even with married mike dem say na micha secha lewl,2,0,0,0,1,0
pidgin_6_00270,biggie na next year you wan call kidd enter diary room to choose his deputy,1,0,0,0,0,0
pidgin_6_00271,story u wey don chook spoon for the pot,2,0,0,0,0,0
pidgin_6_00272,my doctor said i should have a sleep of hrs on the go and i was like this guy dey joke sha the highest sleep i can go is hrs how do people sleep for hrs when i never dey ok even when am sleeping my head go dey tell me say hope you know you are still poor,2,0,0,2,0,0
pidgin_6_00273,twitter can hype rubbish abeg make dorsey come carry e app smh im done,3,0,0,0,0,0
pidgin_6_00274,i enter market today say make i buy material for cake decoration omo na so k finish just like that see the small nylon i came back with why are decorating materials expensive na so so k k they just dey call,2,0,0,3,0,0
pidgin_6_00275,lies they lack common sense e dey pain me e dey pain me well well ‍️‍️‍️‍️‍️‍️,2,0,0,2,0,2
pidgin_6_00276,waitking and halita got married or una dey make things up,0,0,0,0,2,0
pidgin_6_00277,how dem take fit na beauty to deciv tobi,1,0,0,0,1,0
pidgin_6_00278,your weed is getting too much my baddest producer your face don dey change patapata,1,0,0,0,0,0
pidgin_6_00279,is this what vector told you on whatsapp cause una go dey assume industry wey we dey inside wey everything na inside life,1,0,0,0,2,0
pidgin_6_00280,easy peeing you fit piss anywhere no menstruation una no de send flat tummy issues,1,0,0,0,0,0
pidgin_6_00281,motivational speaker wan commit suicide na we dey settle since,0,0,0,0,2,0
pidgin_6_00282,asin ehn next weeks should coke already these exams should end aidy arbi ewo gan ni sef,2,0,0,1,0,0
pidgin_6_00283,wetin concern bird and toothbrushyou nor go eat belle full first you dey talk vehicles and abroad,1,0,0,0,0,0
pidgin_6_00284,my cousin brother give girl belle say na loml last last na girl when i carry for shop rite last week as olosho oi even get her tweaking video for my phone,3,0,0,0,1,0
pidgin_6_00285,come why dem nor dey fit dey retweet your messages body dey catch you,1,0,0,0,2,0
pidgin_6_00286,i don tire to dey complain,0,0,0,2,0,0
pidgin_6_00287,you quick dey vex sha,1,0,0,0,1,0
pidgin_6_00288,duduke duduke relationship goals dem go break ur heart at last ask me na dem dismantle my heart so stop making noise,3,0,0,1,0,0
pidgin_6_00289,i don belivit the same abuad weh i dey na him this kind babe dey wahala dey,0,0,0,0,2,0
pidgin_6_00290,nor be only integrity na intensify you see this feminine gender so i cant trust a thing they say boy wey yus collect small money na girl lemme follow not to talk of mompha sister kpomkpi,3,0,0,0,0,0
pidgin_6_00291,lmaooo guy i don tire sef belle don dey big anyhow,2,0,0,2,0,0
pidgin_6_00292,na whyning una two wan whyn,1,0,0,0,0,0
pidgin_6_00293,all my babes no wan link up again shey na bcos of corona or dem no dey reason me again,0,1,0,2,0,0
pidgin_6_00294,na like dis pesin dey take enta wahala for ooo,1,2,0,0,0,0
pidgin_6_00295,don jazzy how all these things take the tori tori u dey baffle me nigeria has bigger problems than dis,1,0,0,0,1,0
pidgin_6_00296,ewwooooooo make dem refund me ooo abeg or else,2,0,0,0,0,1
pidgin_6_00297,which kain useless traffic dey on ikorodu road like this sef one hour from tejuosho to palmgrove this uber charge go gangsta,2,1,0,2,0,0
pidgin_6_00298,i dey suspect say dis man don get belle cos any small opportunity he gets like dis na so so sleep,2,0,0,0,2,0
pidgin_6_00299,abeg twitter ppl wat do u stand to gain in dis stranger follow to follow back me decides to follow clicks on follow stranger after seeing i av done so clicks to unfollow me me see dis bastardized,2,0,0,0,0,1
pidgin_6_00300,guy e dey shook me oh,0,0,0,0,2,0
pidgin_6_00301,this one don come with e chop chop attitude,2,0,0,0,0,0
pidgin_6_00302,omo dem dey slap am on top e own proposal oh med must be an edo girl,1,0,0,0,2,0
pidgin_6_00303,akporsa beg tlk trueif wnjaarku na ur brodau go stll allw amdey speak engradiobc we im brodas wen write petitionbrila,1,0,0,0,0,0
pidgin_6_00304,omo i check email and sms no alert oga boss month don end na,0,0,0,1,1,0
pidgin_6_00305,bruhhhhh e dey vex me,0,0,0,0,0,2
pidgin_6_00306,but really these two don dey vex me na only them balon dors and one of them will win this year making in a row,2,0,0,0,0,2
pidgin_6_00307,guys dey always dey careful with una una fit even break person head,2,1,0,0,0,0
pidgin_6_00308,working on a private road project in this town right now for an indigene and the villagers are here screaming elections don reach una wan buy our votes we go beat una if by next week una no do this road lmafoooooooooooooooooooooo ignorance eh ‍️,2,0,0,0,0,0
pidgin_6_00309,if dem born you for nigeria automatically life don dey ahead of if you come fall for poor family if you come be first born paddy take life jejena money dey make normal problem be like spiritual problem,2,0,0,2,0,0
pidgin_6_00310,na only my small flashlight nokia phone i dey carry wake these days i no even get strength for any police wahala what a country,2,1,0,0,0,0
pidgin_6_00311,we get this kind of security and bokoharam dey control many local govts in the moment even collecting taxes from farmersindeed there was a countrytransfer these ones maiduguri they will resignthat blood wey una dey find una no go see amguys please stay home and stay safe,2,1,0,0,0,0
pidgin_6_00312,na wa o gidi traffic pipu i ask for recommended family beach na retweet una dey retweet please epp me na,2,0,0,1,0,0
pidgin_6_00313,light wey be low current abeg eee,2,0,0,0,0,0
pidgin_6_00314,wetin be that cry im dying here please nawa o na by force,2,0,0,0,1,0
pidgin_6_00315,i need to leave this app coz e be like sey una wan dey wyn my brocos,0,1,0,0,0,0
pidgin_6_00316,some people just dey make mouth but their money na audiowe no dey see am at all the dream is,2,0,0,0,0,0
pidgin_6_00317,which kain yeye try do you know how old that guy is in the game we nor dey talk about some newby here oog,2,0,0,0,0,0
pidgin_6_00318,all those monies wen de other party dey share yesterday son enter voicemail,0,0,0,2,1,0
pidgin_6_00319,abi people wey dem born for this country get ancestral ties with cain,1,1,0,0,2,0
pidgin_6_00320,skales don dey keep hair agnmtcheeew,2,0,0,0,0,0
pidgin_6_00321,my favorite ddnt even let the oppo phone shine for long phone wey just dey come up im scared for my mercy,1,2,0,0,0,0
pidgin_6_00322,abeg this country don tire me laikdis ooooo‍️‍️‍️,1,0,0,2,0,0
pidgin_6_00323,something is not too write about dis scripture pls is adam and eve d st mortal on earth if dey are who den bear d child cain married,0,0,0,0,2,0
pidgin_6_00324,na wa ooh frog fc abeg tell una daddy make he nor dey make mouth again,2,0,0,0,0,0
pidgin_6_00325,e dey enter extra month why why you dey like this,1,0,0,1,0,0
pidgin_6_00326,likedis pple don taya me our liberation wunt be in dis century,2,0,0,2,0,0
pidgin_6_00327,you nor see dem go comot una logo for the hashtag na only fc dey hear the album lol,1,0,0,0,1,0
pidgin_6_00328,see how i am looking at all of you ooo nobody wan do easter for me chukwu na aka gi kam noo,0,0,0,2,0,0
pidgin_6_00329,jack i am tired of deleting tweet cause of small error o ki lo de na and you too sebi you know what should be there right fit it in and stop stressing me elizabeth ko lo bi mi,3,0,0,2,0,0
pidgin_6_00330,them tell am may your sons be like ozo and she provoke nor be if you like the behavior you no suppose vex na,2,0,0,0,1,0
pidgin_6_00331,the flyover itself dey cause traffic the higher it is been raised the more traffic it cause wahala fit dey when e complete,0,1,0,0,0,0
pidgin_6_00332,d lyn wey u tok just make me de feel wan kind dizzy,0,0,0,0,2,0
pidgin_6_00333,guy go marry you don dey old ooo,1,0,0,0,0,0
pidgin_6_00334,see wetin leaders of tomorrow dey chop ahtink youre seeing your mates not everytime akpụ for your son,2,0,0,0,0,0
pidgin_6_00335,abeg cool weather no be thunderstorm na rain don stop already abi una wan sun the transformer make una restore light make dis lockdown no be anyhow,2,0,0,2,0,0
pidgin_6_00336,i wan know e dey reject my gt,0,0,0,0,1,0
pidgin_6_00337,theyre lucky was at the office by am the secretary came and on ac and fan na by am dem come call me that time i don sidon different style dey shiver onyinye may god forgive you,2,0,0,2,0,0
pidgin_6_00338,person wey no person na hin dey do person you knw me and you doing me wch money i have like this,0,0,0,1,1,0
pidgin_6_00339,tag me to better things na i don commot hand from chelsea matter,2,0,0,0,0,0
pidgin_6_00340,nawa o buh na civil servant state na,0,0,0,0,2,0
pidgin_6_00341,neymar movingpsg£mthat is absolutelly crazyso if na crormessi nkoe go be£mna waoo,0,0,0,0,3,0
pidgin_6_00342,i no blame you na rochas i blame still better than wike wey dey carry machete dey give press conference abeg no commot on saturday oo make em no kee u cos u never settle me and i go cry small,2,2,0,0,0,0
pidgin_6_00343,na the one wey dey vex me pass,1,0,0,0,0,2
pidgin_6_00344,u dey craze i dey here dey represent you,0,0,0,0,1,0
pidgin_6_00345,like okirika wey dem dey sell or nai don go k and she dey talk sey e no cost,1,0,0,0,1,0
pidgin_6_00346,come you that cannot retweet my business tweets or reply and like them na only ashewo things you dey engage abeg abeg,3,0,0,0,0,0
pidgin_6_00347,car horn no car at the gate me my dad is back me after fuck mehn i didnt know what dat guy put in his drink but my head is just turnioniown,2,1,0,0,0,0
pidgin_6_00348,una dey liewhere e body,2,0,0,0,0,0
pidgin_6_00349,hope no be ur pikin as dem no understand why hair no gree grow so i say make i ask,0,0,0,0,2,0
pidgin_6_00350,na batcha dem wan give you run o,1,0,0,0,0,0
pidgin_6_00351,better dey careful oo be like sey twitter shadow ban our king cos of hin tweet for april fool o mk dem no get you too o,0,2,0,0,0,0
pidgin_6_00352,someone has been coughing here since two weeks oooo i don dey fear,0,2,0,0,0,0
pidgin_6_00353,nawa ó na epistle dem dey pick for ebuka to read,0,0,0,0,2,0
pidgin_6_00354,lmao na she unfollow me too oh funny thing be say i dey try interact with the babe for tl dey always retweet her business whenever i see am them dey slander edo men regularly nobody dey take am to heart aunty dey provoke cause of brows and bear bear,2,0,0,0,1,0
pidgin_6_00355,delta state where our own palliative dey na how can people be going shopping and im just home doing nothing,2,0,0,2,0,0
pidgin_6_00356,i no fit sleep guy,0,0,0,2,0,0
pidgin_6_00357,kwanar ina ppl like u wey no dey comot hakkin allah inside ur wealth get mouth abi,2,0,0,0,0,0
pidgin_6_00358,dey don comot me for work whatsapp group i never even curse anybody yet why does bad things happen to good people nau,2,0,0,1,0,0
pidgin_6_00359,omo e dey vex me,0,0,0,0,0,2
pidgin_6_00360,lol una get giroud wey like fa cup pass em carrier una dey bench am for nothing hudsonodoi is there as well confused managers that always want to prove useless points,3,0,0,0,0,0
pidgin_6_00361,me and the girl dey common ground like this i con dey throw am she catch am omo i don dey happy say i don finally get babe not until the bobo came and asked whats happening here then my friend came and said he was just watching me waste my time since,0,0,0,3,0,0
pidgin_6_00362,lmaooooo na this one una wan take compete for league so,2,0,0,0,2,0
pidgin_6_00363,e don happenaccountant general office don burn‍️‍️,0,0,0,0,2,0
pidgin_6_00364,person wey don ment since,2,0,0,0,0,0
pidgin_6_00365,so dem wey their names shouldnt be mentioned came to a fuel station took nk fuel for two sienna and drove off in their words to the manager its your contribution to the struggle,2,0,0,0,0,0
pidgin_6_00366,where are you from im from kogi state ahh kogi people hope say you no dy do jazz but the girls sabi for bed sha yahaya bello dy finish una if you dont gedifok,2,0,0,0,0,2
pidgin_6_00367,if this pepe na crypto e go be shitcoin,3,0,0,0,0,0
pidgin_6_00368,since nigeria beat iceland na so so rain dey fall na so we melt the ice ‍️,0,0,0,0,2,0
pidgin_6_00369,babe abeg show us d way na help a sister in need y you go carry everything na i use god name take beg you make we align,0,0,0,2,0,0
pidgin_6_00370,sorry babe so na wetin de chop your money be that,0,0,0,1,0,0
pidgin_6_00371,oga go and sit down who wan beg you werey all we need now is anything apart from this na opata,2,0,0,0,0,0
pidgin_6_00372,see wetin una don cause,1,0,0,0,0,0
pidgin_6_00373,if i start shooting my shot na dey wud dodge oo,0,1,0,0,0,0
pidgin_6_00374,na who get sponsors dey go school na street i dey full time,0,0,0,2,0,0
pidgin_6_00376,the day nysc took my id card from me i just know say gbege don set even ordinary popo nor dey respect me again,1,0,0,3,0,0
pidgin_6_00377,lmao stop acting like all these things nor dey sweet you dey e dey turn you on boss,1,0,0,0,0,0
pidgin_6_00378,he talk well about my favorite i just dey talk down wen he go come out so dat he go knw say ur favorite na witch,2,0,0,0,0,0
pidgin_6_00379,still on the matter wait oh are there no mummies on our page again haba wetin happen sef why have you chosen not to buy this beautiful curtain for your child na please oh,0,0,0,1,1,0
pidgin_6_00380,see bah i dey vex i see bah is you ever see me eating boiled corn abeg no beg me to break for you i mean am cos i swear we go fight for there i no care toh i don talk my own,3,0,0,0,0,2
pidgin_6_00381,lmfaoooo e be like the harmattan don dey worry u people because kini gbogbo rubbish yi lori tl,1,0,0,0,0,0
pidgin_6_00382,shey na ment abi na crack,2,0,0,0,0,0
pidgin_6_00383,the energy wey i put for love if i use am learn mechanic i for don sabi repair train i swear,1,0,0,2,0,0
pidgin_6_00384,the sun wey dey beat me like this eh i don black,1,0,0,2,0,0
pidgin_6_00385,i don follow them since but e be like say i no dey get luck for this giveaway stuff,0,0,0,2,0,0
pidgin_6_00386,smh i cant believe you could say this an african woman to go against her patriarchial fathers and you think shell not end up being ostracized wait why is it so hard for yall to get it to see how deeply rooted this rot is na wa no wahala dey your dey,2,0,0,0,2,0
pidgin_6_00387,hahaha if nobody has done coup for you na u still dey give command to all mad men wey dey this country,2,0,0,0,0,0
pidgin_6_00388,las las na god go punish all of una,2,0,0,0,0,2
pidgin_6_00389,i dey on my own jeje dem carry do lesson when its time to pay dey want to use sense i told them to hold their money but when they see me coming make dem clear road dem beg me with the money last last,2,0,0,0,0,1
pidgin_6_00390,where dem dey donate sperm na,0,0,0,1,1,0
pidgin_6_00391,o better ke ma gba fun won o cos as e dey go like this theyre really cashing out on this their fainting act pass any nollywood actors awon oniranu irresponsible leaders only god knows why none of them is even better sef osun mi o,2,0,0,0,1,0
pidgin_6_00392,lmafoooooooooooooooooooooo na the matter wey start that talk o went upstairs to gist him bout issues i was having with madam baba provoke say na because i get issues na why i come find am say ion dey ask after am before,2,0,0,1,0,0
pidgin_6_00393,abi dem dey use condom them don dey tell me say egg scarce wan ti ja,1,0,0,0,2,0
pidgin_6_00394,e be like say oga chairman true colour don dey show cos dis him determination on top dis election mata ehn don dey pass be careful o shey politics na do or die affair ni fresh episode of dey show at pm on top dstv and uhf terrestrial,2,1,0,0,2,0
pidgin_6_00395,na wa oo dem dey watch porn for afternoon,2,0,0,0,2,0
pidgin_6_00396,i was just thinking the same thing how come na wetin all of them they do be this shey twitter don amber brochure wey include this move ni,0,0,0,0,2,0
pidgin_6_00397,wetin e wan cost you to bless me absolutely nothing yet you will look away so sad im off mtchue,2,0,0,2,0,0
pidgin_6_00398,i go push you comot from that fence wey you dey,1,0,0,0,0,0
pidgin_6_00399,if we are to count the numbers of beds some ladies have sleptsince dey don sabi do dat thingif we are to count the numbers of those bedsits enough to build different general hospitals in different states,3,0,0,0,0,0
pidgin_6_00400,joke of a government na thunder way de do press up de wait una,3,0,0,0,0,0
pidgin_6_00401,it will not better for d handlers if this fpl thing oo fraser has always been in my team since the start of the season yesterday dem put caution to his name that he might not play na so i sell am now guy don score goals for st half,0,0,0,2,0,1
pidgin_6_00402,i no fit marry man wey dey fight for nxt sha na everyday i go dey cry,2,2,0,0,0,0
pidgin_6_00403,its so pathetic why dont we really think abt our clients wen we are doing business here in nigeria becos of our greedy n love money nah we go still come dey say govts bad bad abeg no mind dem for me nah pay on delivery so if d product is bad its only tf i loss,2,0,0,1,0,0
pidgin_6_00404,na all of us dey this table my actual reason sha is because the thing dey lazy person to wash like why do pots have to be so stubborn,2,0,0,2,0,0
pidgin_6_00405,na only me no gree baff soap and e come be like say i no serious for my life chai,0,0,0,2,0,0
pidgin_6_00406,na so use thief my money oh make una help a broda abeg i don send mail tire access bank deserve dragging,2,0,0,2,0,1
pidgin_6_00407,why you dey thank me na you i dey greet wetin concern me concern you comot here,1,0,0,0,1,0
pidgin_6_00408,naso my crush tell me sey she love me today i con dey confess feelings too like mumu oo i don forget say today na april fools naso she tell me thanks con send one pawpaw laughing sticker,2,0,0,2,0,0
pidgin_6_00409,and somebodys daughter thinks she go born pass one for me even that one sev make e no be like say person no born ni‍️ abeg i no fit stand these things women go through biko,0,2,0,2,0,0
pidgin_6_00410,they don dey talk about school love na only me no get love na only me no get love i hate this jov like wt he used to be a good boy o why e dey yab person until love,0,0,0,2,0,0
pidgin_6_00411,omo una dey mad oh na love be this,2,0,0,0,2,0
pidgin_6_00412,i had to remind my tailor to allow me breathe because this waist snatching is becoming something else please my dear let me breathe na who dey alive dey wear asoebi,1,1,0,0,0,0
pidgin_6_00413,women strong ‍️ my house buh na me dey outside dey beg make i come sleep for room,0,0,0,2,0,0
pidgin_6_00414,please lets respect ourselves im this coming year o my name is orisunmibare emmanuel aka emmylyskilz i am not bossthats how they have been skipping me with you na boss na dont angry me o,2,0,0,0,0,1
pidgin_6_00415,forget o consultants in the us are rich o na just naija wey don condition us to believe doctors are poor and theres no more money in medicine,1,0,0,2,0,0
pidgin_6_00416,please next time stay at the back with them put in selt belt bro me as adult ion dey do rough play there sef ion wan stories,0,1,0,0,0,0
pidgin_6_00417,ran into the guy at small doctors concert this year e do like say e no sabi me,2,0,0,0,2,0
pidgin_6_00418,i no too rate them like that based on wetin dem don do me but na dem go still ruin me last last,0,2,0,1,0,0
pidgin_6_00419,you can compare messi and ronaldo and cut your lungs out what i wont take is coming with that smelly dirty disgusting nigerian mouth to say messi no good na make him leave barca or ronaldo no sabi na he doesnt have balon dor yenyen just argue and dont say shit,2,0,0,0,0,1
pidgin_6_00421,salami don send hin yearly vn again e burst my head,0,0,0,0,2,0
pidgin_6_00422,don eazi if you nor check my entry baba i go cry o i nor too get followers so e nor dey top entry as par views but its one of the top videos as par quality baba check am you go like am,0,1,0,1,0,0
pidgin_6_00423,wey man go dey see bear like say e dey pepper soup joint i no do,2,0,0,0,1,0
pidgin_6_00424,e be like say dem don curse these guys o,2,0,0,0,1,0
pidgin_6_00425,i literally feel sick to my tummy and i dont even feel like doing anything today but im on the street oof lagos hustlingif tomorrow i buy a housecar and any fool come out to say na runs she dey do na just know that god will punish you na dog go chop ur mouth,3,0,0,1,0,2
pidgin_6_00426,mtn dey mad dem don turn scammers they re just sucking our mb anyhow like when mosquitoe suck blood,3,0,0,0,0,2
pidgin_6_00427,me wey stop to dey watch after st half the season is over for me thank u to think i was planning to spend money to come to watch a match this year at d emirates na this rubbish i go come watch,3,0,0,0,0,0
pidgin_6_00428,people wey dey lead us dey forge certificates up and dan abeg who certificate help gimme the money,3,0,0,0,0,0
pidgin_6_00429,forget fine boy in a suit and tie shit don catch you for inside traffic before and the thing be like say e go dey watery,2,1,0,0,0,0
pidgin_6_00430,please help me call that angel in charge of relationshipslove affairs e be like say dem comot my name for list,0,1,0,2,0,0
pidgin_6_00431,see me see wàhálà ó na so these empty agolo go dey spread stupid rumour on top fb now theyre bringing it here the whey go strike una ehn,2,0,0,0,0,1
pidgin_6_00432,shop owners need to know how to relate with customers me good morning sir i came to you store to get a cord yesterday night but the cord is bad shop owner ehn go there and change it now ends the call na my money i take u na se u dey mad ni,2,0,0,0,0,2
pidgin_6_00433,oga don let me cook indomie like yoruba person now na only pepper i dey chow so with tears in my eyes,2,0,0,2,0,0
pidgin_6_00434,i am really sorry i know i am a disappointment i know all the health benefits that u av alws bn preaching even me im not proud of this but tonight na me and dis ebaa oo,0,0,0,2,0,0
pidgin_6_00435,i am tired of not having constant power supply im tired of the insecurities im tired of our leaders not doing the right thing im tired of the selfishness and mans inhumanity to man im tired of saying e go better im tired of being tired,3,0,0,3,0,0
pidgin_6_00436,if i see these kain pictures i go just dey pity potential babe im only fine like once in two months and na for night my beauty dey come out,0,1,0,0,0,0
pidgin_6_00437,you sabi the thing come dey tally your scores boys go dey find spreadsheet to know where hope dey or the number of resitrepeating students,0,0,0,0,0,0
pidgin_6_00438,my mention my following dis evening my phone sef dey freezelet me tk a break so d phone can rest ill be backim super happy,0,0,3,0,0,0
pidgin_6_00439,in my area my mama say we don stop dey chop meat for house,0,0,0,2,0,0
pidgin_6_00440,abeg where una dey see love now,0,0,0,1,2,0
pidgin_6_00441,e b like i chop jazz inside this man vegetable soup because wetin b this feeling,0,1,0,0,1,0
pidgin_6_00442,this one don wash hand comot for anything wey concern heavenly race,2,0,0,0,0,0
pidgin_6_00443,hunger wan kee me now you con dey tweet this kind thing,2,0,0,1,0,0
pidgin_6_00444,nyesom wike is this rochas okorocha is that apc is this pdp is that lori iro na people wey dey fight dirtyto death because of them i pity pass,3,0,0,0,0,0
pidgin_6_00445,lmao i just remembered how a girl slapped me in secondary school after night prep i turned the second cheek to her so she can slap it as per the bible says if someone slaps you turn the second cheek deep down na lie oooo i no sabi fight na why,1,0,0,2,0,0
pidgin_6_00446,you dey mad kepa wey no even play anything werner wey dey miss like mumu what is a kovacic,2,0,0,0,0,0
pidgin_6_00447,sneakers fc if una lose make una no come online ooo e be like sey these ninjas mean business o stationhead faceoff,0,1,0,0,1,0
pidgin_6_00448,imagine make olopa dey banter me dem no even care about my mental health say i go fit drive reach house or make them escort me,2,0,0,2,0,0
pidgin_6_00449,these ones don comot the remaining naira wey dey my account nice one sapa nice one,0,0,0,3,0,0
