text_id,text,Anger,Joy,Disgust,Sadness,Surprise,Fear
igbo_B1_00794,@Crazaeyy @Aunty_yimu Ihe nke a di egwu o,0,0,0,0,0,2
igbo_B1_00795,@___Amarah @glory_osei Hapụ onye ara na-agbawapu nti,0,0,2,0,0,0
igbo_B1_00796,"Aịzaya 8:10 Gbanụ izu otu ọbụla masịrị ụnụ, ọ gaghị enwe isi; Kwuonu ihe ọbụla masịrị ụnụ, ọ gaghị ere! n' ihina Chineke anyị nọnyeere anyị. #IamIgboToo",0,0,0,0,0,0
igbo_B1_00797,Mgbede oma. Alandigom ka landrover. It's been a while https://t.co/Md730eefGA,0,0,0,0,0,0
igbo_B1_00798,@user @user @user @user @user @user @user @user @user Gini na atọ go now🙄,0,0,0,0,2,0
igbo_B1_00799,@ogbuefitoks Nna ike gwuru,0,0,0,3,0,0
igbo_B1_00800,"@user @user Na craze de worry, ndi gentleman aputa",0,0,2,0,0,0
igbo_B1_00801,@RealPoteMaster @favogbuji Ndi ezigbo mmadu,0,0,0,0,0,0
igbo_B1_00802,Blossom chukwujekwu abụ onye nnewi?,0,0,0,0,0,0
igbo_B1_00803,🤣 🤣😁😂 Nwanyi ocha e gbuolam oo https://t.co/AXfr5LzC6E,0,0,0,0,0,0
igbo_B1_00804,@user Gbam i jie. Ndi owu ite na cho ka owu saba onye obula ka osi asa ha. Ndi ara!,0,0,0,0,0,0
igbo_B1_00805,"@Poshfelly @abbarlog @pmodel5 @godOfNigeria @Justinobiyo O di m uto o, ka ha na-ekusi, k'anyi je n'ulo Chukwu, n'ulo Chineke Nna mo, n'ulo Chukwu....... 😂😂😂😂😂😂😂. If Obinna no remember am i go give am query coz na tenor baba with that im pencil three quarter. 😅😅😅",0,2,0,0,0,0
igbo_B1_00806,atụrụ una no gị rest abi ndị nzuzu fc no brains fc,0,0,0,0,0,0
igbo_B1_00807,"@user Chai ife oma amaka, nne biko kedu ije? 🌹💯💯",0,0,0,0,0,0
igbo_B1_00808,Ife nzuzu n'eme https://t.co/a059cwR5A1,0,0,0,0,0,0
igbo_B1_00809,@witney_witney Chai..nwaanyi oma i maka.. I na agbakwa mmili???????,0,2,0,0,0,0
igbo_B1_00810,@user @user Ike gwụrụ ndị google,0,0,0,0,0,0
igbo_B1_00811,ekele dịrị ónyé mèrè ka anyị dị ndụ ná àlà ndị dị ndụ ónyé mèrè ka anyị hụ ụbọchị nke tà ekele dịrị ónyé nwé anyị na áhà jizọs kraịst bú onye anyị amén,0,3,0,0,0,0
igbo_B1_00812,"@EmekaAmakeze Haa! Lekwe ugba, lekwe ji! Nkele wu ya oo! Ya gazie Umu Igbo! Ya diri onye elu mma Diri onye ala mma.. Iseee Mbaise aaaah! ✊",0,3,0,0,0,0
igbo_B1_00813,"@Kraystanley @chocolatempire @AfamDeluxo @UtaziJay @LilMrSugar @jack Onye obula suwa igbo ,igbo Amaka 😊",0,0,0,0,0,0
igbo_B1_00814,@kenea_ @AfamDeluxo Kene abum onye nzuzu?😭,0,0,0,0,0,0
igbo_B1_00815,@Calmotique Nne ehn! Ike gwuru,0,0,0,3,0,0
igbo_B1_00816,nmana anwu m akpa obi mu omalicha m chai nwanyi oma nne oma ifunaya m baby,0,3,0,0,0,0
igbo_B1_00817,@Drmuzoic @Postsubman That story? Akuko ne`gwu Mike Ejeagha. Okoto meow🙀,0,0,0,0,0,0
igbo_B1_00818,"Chukwu okike has been on repeat. Good morning Jesus. Idi ebube, enwero onye dika gi!",0,2,0,0,0,0
igbo_B1_00819,@Kextweets Nkita lacha gi anya ebea 😂😂,3,0,2,0,0,0
igbo_B1_00820,@Andybes84258131 @greendwellins I bu onye mgbu,0,0,0,0,0,0
igbo_B1_00821,"@OgbajiIfeanyi Ndi Awka Etiti melu nu anyi ebele. Unu ji ego, ji de ogwu, ji de ife nine.",0,0,0,0,0,0
igbo_B1_00822,@AfamDeluxo Ike ogwuro... Ufodu umu okorobia ga ebido kita sibe oyiha nwanyi n'imi 🙁,0,0,2,2,0,0
igbo_B1_00823,@chuks_nadia Nnanyelugo nweta gii,0,0,0,0,0,0
igbo_B1_00824,Mgbe ole ooooo😩😩 https://t.co/bSnXu1DXSm,0,0,0,0,0,0
igbo_B1_00825,Uwa di egwu Ghana n’agbazi anyi over head? Mkpari!,0,0,0,2,2,0
igbo_B1_00826,Kitikpa lacha gi anya🤣🤣🤣 https://t.co/oPlNnx5SIe,2,0,0,0,0,0
igbo_B1_00827,Ofu akpa pure water aburugo 150! Nna ike gwuru Legoosu a https://t.co/poKHK4pgp7,0,0,0,3,0,0
igbo_B1_00828,Ara gba gbo kwa gi ebe ahu ino https://t.co/eYHQxVsSMe,3,0,0,0,0,0
igbo_B1_00829,@VictorHF_Okoye @Wompy90 @JauntyUnachukwu Na nke iPhone 3 zi? i di wicked jooor,0,0,0,0,0,0
igbo_B1_00830,@love_oluebube @stgorzhye Afam ba gi onu eh 🙄,0,0,0,0,0,0
igbo_B1_00831,"@cheeorhmah @JacksonIme @Wizebaba @Bella_d_pearl Nne, kpachara onwe gi anya oo",2,0,0,0,0,0
igbo_B1_00832,nna ehn o gwuru m ike,0,0,0,2,0,0
igbo_B1_00833,Chukwu gozie gi #Godblessyou @user 🙏😇❤️,0,2,0,0,0,0
igbo_B1_00834,@user @user Ndiigbo ewerela anya ha hu nti ha n'obodo a. Kedukwanu ihe onye ofe mmanu nkea na akogheridi?,0,0,2,2,0,0
igbo_B1_00835,@Coal_City Nna ehnnn 🤦‍♂️.. Onye nwe anyi a ma kwe ka ndi iro chia men ọchị 🙏,0,0,0,0,0,0
igbo_B1_00836,@Symply_Tacha Plenty money gbukwa gi dia,2,0,0,0,0,0
igbo_B1_00837,Jehova emewirom ihe o jiri buru Chi m o😭😭 https://t.co/PmEzHFIZJk,0,3,0,0,0,0
igbo_B1_00838,@kelvinbagwell02 Kelvin hapum na ike ochi adirom biko. These people na agbawa mmadu obi.,0,0,0,2,0,0
igbo_B1_00839,"Ifuro i! Chukwu si anyi rapulu ya ububo! Mana mba, nke gi ya adi iche! https://t.co/Zex0DqtuCQ",0,0,0,0,0,0
igbo_B1_00840,@okeyjames Obodo umu anumanu,0,0,2,0,0,0
igbo_B1_00841,@Smcatdaddy Nna iji iwe o,2,0,0,0,0,0
igbo_B1_00842,@Stansbaby ihe nke a bu gender discrimination,0,0,0,0,0,0
igbo_B1_00843,@iam_smithsydny @DaughterOf_eve Ọ di egwu nnọọ,0,0,0,0,0,0
igbo_B1_00844,Nwanyị a bu ajọ mmadụ. A chọrọ m ka akpi tajasi ya otu 😠 https://t.co/NaH597ZCW9,3,0,0,0,0,0
igbo_B1_00845,ihere anaghị emeghị,0,0,2,0,0,0
igbo_B1_00846,@patrick_baaba @chynonxo Nwanna! Egwu dikwa,0,0,0,0,0,2
igbo_B1_00847,Sigh. Umu nwayi na nsogbu!,0,0,0,2,0,0
igbo_B1_00848,@its_bugatti @ConnectOnitsha Ịgbagini?? Ka ndị cult were ya mere ebe obibi?? Bikokwa o,0,0,0,0,0,3
igbo_B1_00849,ezigbote nsogbu di nwanne,0,0,0,2,0,0
igbo_B1_00850,happy birthday bubu chukwu gozie gi,0,2,0,0,0,0
igbo_B1_00851,@Golden_ada asin eh!! Ezigbo ara!,0,0,2,0,0,0
igbo_B1_00852,ike gwuru boys,0,0,0,2,0,0
igbo_B1_00853,"@Miss_Haybee Nne, nsogbu di.",0,0,0,0,0,2
igbo_B1_00854,"@mbidoigbo Ka Chineke chekwaba gị, nye gị ogologo ndụ na ahụike ma gozikwaa ọpụpụ na mbata gị. Ọga adịrị gị na mma! 🎂🎂🎉",0,3,0,0,0,0
igbo_B1_00855,@user @user @user 😂😂😂 Chukwu mgbe one zi,0,0,0,0,0,0
igbo_B1_00856,Chineke kpo gi oku 😂😂😂😂 https://t.co/gFsiOjQYgY,3,0,0,0,0,0
igbo_B1_00857,praise nani jihova bu onye werem nani jihova bu onye werem oya o oya o omo jesu oya ka lo o follow you dey go o follow you dey go o chasing after you,0,2,0,0,0,0
igbo_B1_00858,@Smcatdaddy Confirm onye apari,0,0,2,0,0,0
igbo_B1_00859,@user Lol... Ihe nke a di egwu,0,0,0,0,2,2
igbo_B1_00860,"Otito diri Jesu! Na ndu ebebe, 🙏🏻 https://t.co/yIs22tIq7E",0,0,0,0,0,0
igbo_B1_00861,@ChidiZeus Onuma di gi na obi. LOL,3,0,0,0,0,0
igbo_B1_00862,@user @user Ishi adiro gi mma🤭,2,0,0,0,0,0
igbo_B1_00863,"@user Bless you, ezigbo nwa ❤",0,0,0,0,0,0
igbo_B1_00864,@_Chuzak Nkasiobi ? What a name hahahahahahaha. Nkasi obi ndi no na afufu,0,0,0,0,0,0
igbo_B1_00865,@user @user Mechie onu dia😂😂😂😂,3,0,0,0,0,0
igbo_B1_00866,"Meaning? ""@TheOllieMead: Ihe ojoo na ato ochi""",0,0,0,0,0,0
igbo_B1_00867,Ogbenye ọnụ ntụ https://t.co/g47qwbEyMK,0,0,0,0,0,0
igbo_B1_00868,@i_am_UCHE Hapụ ndị iberibe,0,0,2,0,0,0
igbo_B1_00869,chineke mere mmadu ebere,0,0,0,0,0,0
igbo_B1_00870,"Okwa unu afugo , na nwa be ezigbote onye ala di egwu? https://t.co/qCbAXsOW1X",0,0,2,0,0,0
igbo_B1_00871,"Ekele na nsopuru diri gi Chiokike maka ndu I nyere anyi, ahu ike na-amara.... Riwo otito",0,3,0,0,0,0
igbo_B1_00872,@ezeultimate1 Ezigbote Ike gwuru m 😭,0,0,0,3,0,0
igbo_B1_00873,Kaiii i go break your head. Were oshíshí kú wa gị isi 😠 https://t.co/aNoU5noGkV,3,0,0,0,0,0
igbo_B1_00874,@user @user Ihe shiri ike,0,0,0,2,0,0
igbo_B1_00875,@omelichuka Afa gi nkea bukwa daachi 😁,0,2,0,0,0,0
igbo_B1_00876,@user 😀😀😀. Chai. Odi egwu oooo,0,0,0,0,2,2
igbo_B1_00877,@cornel_uchenna @Dlaureate Onye ara na gba,0,0,2,0,0,0
igbo_B1_00878,"That ngwo boy God has been helping.. Onye nwe m Jesus, aka m di n'elu 🙌 #Igbo #BBNaijia2020 #enugugrillandmingle #Enugu #Radio https://t.co/8pNYVdjWFE",0,3,0,0,0,0
igbo_B1_00879,"@itsTomiwa Nne, laaba nkwu. Ife di mma",0,2,0,0,0,0
igbo_B1_00880,@user nwanne'm ike gwurum.,0,0,0,3,0,0
igbo_B1_00881,@nigeriantribune Amadioha tigbuo gi dia💣,2,0,0,0,0,0
igbo_B1_00882,Hmḿmmm Ije ụwa. Onye ọ bụla ké sị kwá amụ ya Ike https://t.co/r2phEApBqM,0,0,2,0,0,0
igbo_B1_00883,@LawrenceAnn3 @Chrisblin Joke gbuo gi there🙄,3,0,0,0,0,0
igbo_B1_00884,@user @user Sachie gi agba ilechara dimkpa ha ka papa adanna kpoo ya lil bro..maka chuks ofu mkpulu egwu adirozi gi bu nwata a na anya,3,0,0,0,0,0
igbo_B1_00885,"Ibe gị na achọ ego e na achọ nwanyi, okwa ịtụ na ya ímé ịgwa ụmụ nne gị ana agụ Dollar m'ana ina agụ Ejima 😁😁",0,0,2,0,0,0
igbo_B1_00886,@user N'dia ga piawa gi isi one day.,0,0,0,0,0,3
igbo_B1_00887,@user @user Ok but I dint iwu ezigbo Aturu,3,0,0,0,0,0
igbo_B1_00888,@Chiwoke_ Ige gbwu zi onwe gi?,0,0,0,0,2,0
igbo_B1_00889,@user Tawaa gị ọnụ 😒,3,0,0,0,0,0
igbo_B1_00890,Onye nmono nkea sef https://t.co/UcrIfSEL1W,0,0,0,0,0,0
igbo_B1_00891,@naitwt My deepest condolence Sir. Chukwu gbaa unu ume.,0,0,0,2,0,0
igbo_B1_00892,@AdannaPapa Ọ bụghị asị... Mana ole n'ime ha ka isi dị mma??,0,0,0,0,0,0
igbo_B1_00893,@user Ndi obi nkume 😩😂😂,0,0,3,0,0,0
igbo_B1_00894,@Ubanized @_dinmah_x @theKarenKing Ezigbo nwa afor 🥂👏🏾,0,0,0,0,0,0
igbo_B1_00895,happy birthday nwanne chukwudubegi ruo mgbe ebiebi ogologo ndu ahuisiike na aku agwu agwu ga abiara gi,0,3,0,0,0,0
igbo_B1_00896,₦200 okirika😢😢.. Ekwensu aburi ezigbo mmadụ at all.,0,0,0,0,0,0
igbo_B1_00897,👋 @IgboBible ndewo umu Chineke.,0,0,0,0,0,0
igbo_B1_00898,chineke biko anyi choro údiri ónwù ah na obodo nigeria,0,0,0,2,0,0
igbo_B1_00899,@user Ekwensu ga ami ha onu,0,0,2,0,0,0
igbo_B1_00900,"@Ada_Ojilibeka Happy birthday to nnagi. Ogonogo ndu n'aru is'ike bu nkie, n'ava Jesus. Amen!",0,2,0,0,0,0
igbo_B1_00901,sister anwuli praise the lordpraise master jisos aka gi aka gi aka gi hallelujah for the lord god ominipotent angel gabriel,0,2,0,0,0,0
igbo_B1_00902,Chaị ihe nkea eshoo mụ. https://t.co/9r2zsH41Lr,0,0,0,2,0,0
igbo_B1_00903,eze youre mad infact gi na apu ara nke ezigbo oh,2,0,0,0,0,0
igbo_B1_00904,@TheRealNenye Odikwa egu.Ndi Twitter ne zuzu e zuzu rinne!,0,0,2,0,0,0
igbo_B1_00905,Akuko. Akuko ndi mmuo https://t.co/2XRRIaDeLr,0,0,0,0,0,0
igbo_B1_00906,@user @user @user O ri cake... ngwa mechie onu,0,0,0,0,0,0
igbo_B1_00907,@Rido19 @goal Kitipka gbawuo gi.. anu npamma,3,0,0,0,0,0
igbo_B1_00908,@ebukakanary1 Justu si amem! Onye nke gi na bia... oyi ama tugbu gi n’uwa,0,0,0,0,0,0
igbo_B1_00909,@OsitaSommy @urchilla01 Chaiiii asif ima na o there ka network di. Ara gi o ga ebudonwu kwa? Ive isi a bu erike kwanu,0,0,0,0,0,0
igbo_B1_00910,"@Nes_247 Nkita racha gi anya, ewu nzuzu",2,0,0,0,0,0
igbo_B1_00911,@user You did ooooo you did akwuna oku,0,0,2,0,0,0
igbo_B1_00912,"Tochukwu jee luo Nwanyi, ika go. https://t.co/lxWFhSAWcN",0,0,0,0,0,0
igbo_B1_00913,@Polymat43955419 Onye iberibe na amaghi na ya wu onye iberibe,0,0,2,0,0,0
igbo_B1_00914,@EstherDeity Ndi Isi Ike,0,0,0,0,0,0
igbo_B1_00915,@user @user Inero ihe odika nkita ara,0,0,2,0,0,0
igbo_B1_00916,@user I nwere anya ọma,0,0,0,0,0,0
igbo_B1_00917,"@julietkego @hartng Ama ka ojoo, o di nkpa. We need to get there!",0,0,0,0,0,0
igbo_B1_00918,@Cassbeatz @ChigEmic Jee luo nwanyi fess enyezila nwadiala m nsogbu biko,0,0,0,0,0,0
igbo_B1_00919,@user Amen Daalụ nwanyị ọma,0,2,0,0,0,0
igbo_B1_00920,"@user Okala mmadu, okala mmuo aburo guy name. Oji porn eme ogo. https://t.co/bvRXdbjDKp",0,0,2,0,0,0
igbo_B1_00921,Buhari di busy na ebughari Ndi mmadu https://t.co/7PGBMWLn9W,0,0,0,0,0,0
igbo_B1_00922,The nudity on Twitter today is novel. Odi nno ka ihe akpara akpa Smh ☹️,0,0,0,0,0,0
igbo_B1_00923,@IOnwumelu @fullback03 Kpachara anya gi,0,0,0,0,0,0
igbo_B1_00924,@ozo_chukwu Ozoemena 🥰🥰🥰🥰🥰🥰a spec and more🙌🙌🙌,0,0,0,0,0,0
igbo_B1_00925,"Bwahahahahaha, phili decadance ga egbu mmadu! https://t.co/Gdud0ooX1f",0,0,0,0,0,0
igbo_B1_00926,@user U people should take time ọ. Unu ọ ga abụrụ amusu bụrụ kwa mmụọ otu mgbe??,0,0,0,0,0,0
igbo_B1_00927,@user Guyyyyy umunwanyi na aracha ike Asiwaju,0,0,2,0,0,0
igbo_B1_00928,@von_Bismack Chukwu gozie gi onyeoma. Ogologo ndu n'ahu isike.,0,3,0,0,0,0
igbo_B1_00929,@docuzy Ike gwuru oooo,0,0,0,3,0,0
igbo_B1_00930,i bu onye ara,2,0,2,0,0,0
igbo_B1_00931,Ulo nso chukwu buzi ebe ana eme I've aru di icheiche... #chukwuzobandinkeya #badinfluence #StandardMediaGarbage #iluigbo #igbopresidency2023,0,0,3,0,0,0
igbo_B1_00932,@user Aghotazim way gi oo😂😂😂,0,0,0,0,2,0
igbo_B1_00933,Amaghim otu Chukwu si fum n'anya. Ife o na emere m di ebube n'anya. Unu soro nu m kele Chukwu maka aru oma na ndu. #MorningPraise,0,3,0,0,0,0
igbo_B1_00934,@user @user @user @user @user @user @user Mechipu gi onu biko.. Akwuna Markis na Charlton 🤣🤣,0,0,2,0,0,0
igbo_B1_00935,@Amanda____XX @chaigzy @AdannaPapa @Poshfelly @sister_ify @HonNonny @chinemeogu @sexy_oma_ @loistruly Ịke agwụ na gị ọ yoyo nwa,0,0,0,0,0,0
igbo_B1_00936,@user Nnaa ike gwuru ooo!,0,0,0,3,0,0
igbo_B1_00937,Uwa bụ uwa Chukwu... Pls stay at home ndi uwa☹️ Resté à la maison maka ndu gi #StayHomeLikeMercyEke #StayHomeLikeMercyEke https://t.co/zFwLUtibAh,0,0,0,0,0,2
igbo_B1_00938,@user Nwanne mmadu. Ya gazie gi nke oma,0,2,0,0,0,0
igbo_B1_00939,o togboro nili onyenzoputam nechubochi ahu jisus ezem o siwo nili bilie o meriwo ndiiroya onyenmeri nke ike ochichiri ya na ndi nsoya gachi ebighebi o bilie o bilie haleluya o bilie,0,0,0,0,0,0
igbo_B1_00940,@iam_realjayson Ọ dị egwu oo,0,0,0,2,2,0
igbo_B1_00941,respeckt kee you dia after ka iwuchalu anyi na ala ka ina ako akuko respeckti,3,0,0,0,0,0
igbo_B1_00942,@user @user @user @user @user @user @user @user @user @user @user Afụ be ghi m Ocho okwu dị ka gị..... Since nne ji mụọ m,0,0,0,0,3,0
igbo_B1_00943,Sharap dia!!! I kpochala utaba gi😒🙄 Ri jụọ nsị afo https://t.co/GnWV7Jy9BI,3,0,0,0,0,0
igbo_B1_00944,nwoke oma ututu oma kedu ka ime,0,0,0,0,0,0
igbo_B1_00945,chineke nna bikonu aririo kam nọ zí,0,0,0,3,0,0
igbo_B1_00946,@Lucasscot_101 @Postsubman Tufiakwa!!! Nwoke ahu bu Odum.,0,0,0,0,0,0
igbo_B1_00947,Nwa Onye ashawo🚶🚶🚶 https://t.co/a6x2sxwOAr,0,0,2,0,0,0
igbo_B1_00948,@user Corona achoghi Ka anyi nuo mmiri togbo iko... Everyday sleep.. mana o GA Di mma,0,0,0,2,0,0
igbo_B1_00949,@Anambra_girl Ihe ọjọọ atọ gbuo gị 😂,0,0,1,0,0,0
igbo_B1_00950,@user Ike gwuru nwanne m o🤥🙄,0,0,0,3,0,0
igbo_B1_00951,Ezigbo mad o https://t.co/xuxeHj2o3i,0,0,0,0,0,0
igbo_B1_00952,otua ka chineke m di agidigba eeee agidigba eeeee ♫♬,0,3,0,0,0,0
igbo_B1_00953,@InvestorBet Amaka gbuo gi there,2,0,0,0,0,0
igbo_B1_00954,@tokeralph02 @Akjesus @okogeri @Ujamidaize @ECOnuoha Ọ dị anyị na ọbara,0,0,0,0,0,0
igbo_B1_00955,@iffy_ify_ Ndị ala ndị ala,0,0,3,0,0,0
igbo_B1_00956,yes i agree isi agbaligo gi well ara na pugi,0,0,0,0,0,0
igbo_B1_00957,Onye agoziri agozi kam bu,0,3,0,0,0,0
igbo_B1_00958,@Bishop_Yayo Nzuzu akariala ha na ahu,0,0,2,0,0,0
igbo_B1_00959,@Obiggi No wahala na my G,0,0,0,0,0,0
igbo_B1_00960,Nah! 2018 ga-adi egwu ebe a politics wise. Okachasi unu egbu onwe unu,0,0,0,0,0,3
igbo_B1_00961,"@HonNonny @CynthiaOlaedo4 @iam_realjayson @AfamDeluxo @ebukakanary1 @Eatndrown @iamAdacyprain @CallMeGozie @chris_chuka @chaigzy @queen_bella0 Testing for Ula? Daalu so onye oma, jide ka iji 😂😂",0,2,0,0,0,0
igbo_B1_00962,Di nwaanyi isi nkpe*,0,0,0,0,0,0
igbo_B1_00963,"Unless, ala agba gi... https://t.co/Xtyw59HU0u",2,0,0,0,0,0
igbo_B1_00964,Ancestral disturbances😂😂😂😂😂😂 Nwanyi oma imeruola m ahu.,0,0,0,0,0,0
igbo_B1_00965,@user Ututu oma Nnaa 🙌,0,0,0,0,0,0
igbo_B1_00966,@user Lmao! Ndi a ruo nno ha na e kwugheri ka ndi isi mgbaka! 😂😂😂😂,0,0,2,0,0,0
igbo_B1_00967,@user Ibọlachi Ụtụtụ ọma Isala chi Ekene nke ụtụtụ,0,0,0,0,0,0
igbo_B1_00968,sometimes ehn aisha talks like onye egbuwara isi,0,0,2,0,0,0
igbo_B1_00969,@mazi_ikemba Nwanne ife fa na acho bu hookup hapu okwu..,0,0,0,0,0,0
igbo_B1_00970,@user NNE ike gwuru I swear tot same,0,0,0,2,0,0
igbo_B1_00971,@user @user Ututu oma ooo♥️♥️,0,1,0,0,0,0
igbo_B1_00972,Nnukwu mmadụ na Abagana @ Abagana https://t.co/1jBiV4kMKP,0,0,0,0,0,0
igbo_B1_00973,Emere unu ihe a eme?🤦‍♂️ https://t.co/edt856DGaq,0,0,0,0,2,0
igbo_B1_00974,@Drmuzoic @ronaldnzimora @mayeesq 🤣🤣🤣 O gbagburu onwe ya na candy crush??,0,0,2,0,0,0
igbo_B1_00975,"@jeomaltd Nwayi oma,, daalu",0,1,0,0,0,0
igbo_B1_00976,"@Ife_musiq Nne mu oma, ihe a na-ewute m n'obi. Asi na anyi doziri obodo anyi, ihe ndi a gaghi emee.",0,0,0,3,0,0
igbo_B1_00977,"@user @user @user Nne, ịma akwụkwọ",0,2,0,0,0,0
igbo_B1_00978,@ImohUmoren O di egwu ooooo!!! 🙄,0,0,0,2,0,0
igbo_B1_00979,@user @user Ezigbo akuko biati,0,0,2,0,0,0
igbo_B1_00980,Eji zí afufu ányá ịsị? https://t.co/LyOw7Fe9di,0,0,0,2,0,0
igbo_B1_00981,@user Brother Chuky chuky!!! fada si m gwa gi na e ga kpe ekpele ututu taa 😏,0,0,0,0,0,0
igbo_B1_00982,@AdakuNonso Onye gbawara gi Obi 😂😂😂,0,0,0,2,0,0
igbo_B1_00983,"@user It's entering the case of ìhè ọjọọ gba afọ, ọ bụrụ omenala",0,0,2,0,0,0
igbo_B1_00984,"@user CHUKWU gozie gi,, nwa afor",0,2,0,0,0,0
igbo_B1_00985,@user Okwu gi kwu oto ka amu!,0,0,2,0,0,0
igbo_B1_00986,@jacksonpbn @Dadiyata07 @BashirAhmaad 🤣😂🤣ezigbote ndi iberibe!,0,0,2,0,0,0
igbo_B1_00987,#Vibing📻 Chukwu Agozigo Gi -@illBlissGoretti @Dremodrizzy @iam_YCEE On #TheZone with @yungboss42 #TerrificTuesday https://t.co/q6xaogarF0,0,2,0,0,0,0
igbo_B1_00988,Lmfao! Harry bugodi onye ara https://t.co/aaDY5j0dpa,0,0,2,0,0,0
igbo_B1_00989,@Jesuonyem @S_mattahorn 😭😭😭 echekwa mụ na mụ na gị kwụ nna?,0,0,0,0,0,0
igbo_B1_00990,"@FBanks7 Dropuo account details gi tupu inaga, onye nweanyi gozie gi dika imere nkea😎😎😎",0,0,0,0,0,0
igbo_B1_00991,"@TheOddSolace Nwanne, a hughi m ihe ozo mere iji rara onwe anyi nye nzuzu",0,0,0,0,0,0
igbo_B1_00992,@OsitaSommy @Tukooldegreat Inaro eji anya ahu nwoke mara nma,0,0,0,0,0,0
igbo_B1_00993,"@realmichaeldoo Okay... nne, idi uto. Next. 😅",0,0,0,0,0,0
igbo_B1_00994,Haaaaay!!!!! 😩😩🙆🏿‍♂️🙆🏿‍♂️🙆🏿‍♂️ mmadu a gwu kwa nu o! https://t.co/pXAzJvbeRl,0,0,0,0,0,2
igbo_B1_00995,@user Osi na ọgwụ no na ọtụ gị.. biko kà'm la go dị gị ofu ọnụ 😁,0,0,2,0,0,0
igbo_B1_00996,@_Chynwe_ Good morning. I no na ọrụ?,0,0,0,0,0,0
igbo_B1_00997,@Cjay10298368 @Adebusolaaa Chukwu aji. Anaghi'm apia onye ji otele e me orji,0,0,2,0,0,0
igbo_B1_00998,@Stansbaby @Cyryl90 😦😒😒😒😒 Ndi so chi egbu,0,0,0,0,0,0
igbo_B1_00999,Kedu udiri ekwensu bu ihe a 🥺💔. https://t.co/w20vy0ggtB,0,0,0,3,0,0
igbo_B1_01000,Ukwu na eme Isi mgbaka https://t.co/Hma7BOGzSR,0,0,0,0,0,0
igbo_B1_01001,abaribe onye iberibe,0,0,2,0,0,0
igbo_B1_01002,@AdannaPapa @Fairly_Usedd @EzelioraS @peero007 @Martinect2803 I bụ ezigbo onye nsogbu!,0,0,0,0,0,0
igbo_B1_01003,@user Happy birthday Ada🎂🎉 Onyenweanyị mezuoro gị ochicho obi gị.,0,0,0,0,0,0
igbo_B1_01004,@Uzochukwukwalu2 😂 😂 ụwa na eme ntụgharị,0,0,0,0,0,0
igbo_B1_01005,@user Hapụ ndị nkọgheli...,0,0,2,0,0,0
igbo_B1_01006,@user 😳 wow hei chineke ekwekana ka madu fu ihe ojo na this Nigeria biko. Hian which one is this one again. Na wa o.,0,0,0,2,0,2
igbo_B1_01007,amen iga adi ka echi chukwu gozie gi,0,1,0,0,0,0
igbo_B1_01008,Hian! Abia!! Unu abiakwa!!! 😒 https://t.co/6QQb7ZIHi5,0,0,0,0,2,0
igbo_B1_01009,@TeamSYMPLYTACHA @SympLySimi Tacha tawaa gi onu ebe ahu 😏,3,0,0,0,0,0
igbo_B1_01010,@kingsleynovich A ka m no n 'ala ochi e gbuo m,0,0,0,0,0,0
igbo_B1_01011,@user @user Nwanyị dị mma❣️,0,0,0,0,0,0
igbo_B1_01012,"@user Ezigbo Nnem, Mama Imo, Oyoyo Nnem, Nwanyi obi ya dika aha ya, Ebere Chukwu mere ndi Imo. Imo state has been blessed with the best 1st lady.❣️❣️❣️❣️",0,2,0,0,0,0
igbo_B1_01013,@Nwanlecha1 Ibu ezigbo Onye ara mana idi badi. Stay amazing,0,0,0,0,0,0
igbo_B1_01014,@nature_222 @SoftDozie Odikwe egwu ooo,0,0,0,0,0,2
igbo_B1_01015,@PickTwo_ @adedoyinbetiku @phweshious_ @De_Lordess @joviberry05 @Jayn247 @GoodnightHumans @preetyani Enyi hapu nnama... O wu onye ofe mmanu. O gaghi aghota ihe anyi n'ekwu,0,0,2,0,0,0
igbo_B1_01016,churk odogwu onye na amarogi ka bialu ofuu n obodo adikwam loyal ooh,0,0,0,0,0,0
igbo_B1_01017,@user @user Ututu OMA nwoke oma,0,2,0,0,0,0
igbo_B1_01018,@user @user @user @user Eh Iberibe na enweghi brake dakwasi ya Can you imagine ?,0,0,0,0,0,0
igbo_B1_01019,@Odumegwu_ Nna eeh ike ogwuro 🤣🤣🤣,0,0,0,2,0,0
igbo_B1_01020,@Justinobiyo Lol... Ije uwa chupurum mana Chinese di ebube....,0,0,0,0,0,0
igbo_B1_01021,Nwa be onye bu ifea? Chineke Nna!🙆‍♂️ https://t.co/dygn4Fa6mR,0,0,0,0,3,0
igbo_B1_01022,@mbidoigbo Obiuto na ncheta omumu diri gi. Ka chineke tiyekworo gi ndu na oganiru!,0,3,0,0,0,0
igbo_B1_01023,I talk am... ndi ara https://t.co/jYk6Ohj6RY,0,0,0,0,0,0
igbo_B1_01024,nwanne ike agwuma m o,0,0,0,2,0,0
igbo_B1_01025,@Adaosisiego Lmao Ha chee no isi ofe mmanu,0,0,0,0,0,0
igbo_B1_01026,@BChuck39 Amen.... Chukwu okike gozie gi onye isi.,0,0,0,0,0,0
igbo_B1_01027,@_chiisom okwa ibido'go ozo?😩😂,2,0,0,0,0,0
